PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1a1c,0,397,0,0,0,30,178,29,0,0,133,0,0,0,11,74,13,0,0,92,0,0,0,4,55,7,0,0,8,0,0,0,0,4,1,0
1a1e,0,368,0,0,0,32,177,28,0,0,130,0,0,0,11,71,13,0,0,89,0,0,0,5,59,8,0,0,8,0,0,0,0,5,1,0
1a28,0,758,0,0,0,0,81,0,0,0,118,0,0,0,0,19,0,0,0,127,0,0,0,0,19,0,0,0,62,0,0,0,0,2,0,0
1a30,0,406,0,0,0,69,215,0,0,0,96,0,0,0,20,58,0,0,0,113,0,0,0,25,70,0,0,0,0,0,0,0,0,0,0,0
1a3e,0,619,0,0,0,68,126,0,0,0,162,0,0,0,16,33,0,0,0,120,0,0,0,14,36,0,0,0,12,0,0,0,1,2,0,0
1a42,0,288,0,0,0,85,162,0,97,0,74,0,0,0,20,33,0,22,0,61,0,0,0,18,22,0,16,0,0,0,0,0,0,0,0,0
1a4h,0,539,0,0,0,57,187,0,0,0,136,0,0,0,20,44,0,0,0,155,0,0,0,18,59,0,0,0,18,0,0,0,1,5,0,0
1a4k,0,580,0,0,0,69,106,0,0,0,167,0,0,0,23,40,0,0,0,124,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0
1a4r,0,244,0,0,0,180,252,51,0,0,61,0,0,0,46,74,17,0,0,64,0,0,0,46,67,18,0,0,9,0,0,0,3,10,2,0
1a4w,0,657,0,0,0,194,76,0,29,0,140,0,0,0,50,23,0,6,0,161,0,0,0,64,17,0,8,0,13,0,0,0,7,2,0,0
1a50,0,453,0,38,0,36,169,45,0,0,52,0,1,0,3,51,11,0,0,81,0,3,0,7,59,15,0,0,0,0,0,0,0,0,0,0
1a52,0,644,0,0,0,0,71,0,0,0,92,0,0,0,0,18,0,0,0,93,0,0,0,0,18,0,0,0,29,0,0,0,0,3,0,0
1a5h,0,639,0,0,0,144,27,0,0,0,175,0,0,0,40,8,0,0,0,192,0,0,0,46,7,0,0,0,17,0,0,0,4,0,0,0
1a69,0,325,0,0,0,129,162,0,0,0,107,0,0,0,42,61,0,0,0,92,0,0,0,44,46,0,0,0,17,0,0,0,6,9,0,0
1a8i,0,268,0,0,0,57,227,0,0,0,87,0,0,0,21,69,0,0,0,88,0,0,0,23,79,0,0,0,0,0,0,0,0,0,0,0
1a8t,0,633,0,0,0,150,48,0,0,0,186,0,0,0,56,16,0,0,0,139,0,0,0,42,16,0,0,0,4,0,0,0,4,0,0,0
1a94,0,953,0,0,0,230,202,0,0,0,244,0,0,0,64,62,0,0,0,288,0,0,0,73,76,0,0,0,0,0,0,0,0,0,0,0
1a99,0,197,0,0,0,95,0,0,0,0,26,0,0,0,11,0,0,0,0,47,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0
1a9m,0,791,0,0,0,180,160,0,0,0,215,0,0,0,58,45,0,0,0,205,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0
1a9q,0,170,0,0,0,132,40,0,0,0,40,0,0,0,32,11,0,0,0,48,0,0,0,42,10,0,0,0,5,0,0,0,4,1,0,0
1aaq,0,753,0,0,0,116,173,0,0,0,187,0,0,0,34,48,0,0,0,228,0,0,0,45,57,0,0,0,0,0,0,0,0,0,0,0
1abf,0,228,0,0,0,0,185,0,0,0,60,0,0,0,0,54,0,0,0,71,0,0,0,0,55,0,0,0,14,0,0,0,0,10,0,0
1add,0,424,0,0,0,155,139,0,0,0,87,0,0,0,32,24,0,0,0,96,0,0,0,38,38,0,0,0,11,0,0,0,3,7,0,0
1adl,0,528,0,0,0,0,63,0,0,0,124,0,0,0,0,11,0,0,0,124,0,0,0,0,9,0,0,0,19,0,0,0,0,4,0,0
1ado,0,66,0,0,0,0,174,36,0,0,39,0,0,0,0,65,11,0,0,25,0,0,0,0,57,11,0,0,0,0,0,0,0,0,0,0
1af2,0,399,0,0,0,82,259,0,0,0,86,0,0,0,21,66,0,0,0,80,0,0,0,21,64,0,0,0,9,0,0,0,4,4,0,0
1afk,0,202,0,0,0,125,210,50,0,0,82,0,0,0,54,82,19,0,0,63,0,0,0,47,51,10,0,0,9,0,0,0,7,0,0,0
1afl,0,209,0,0,0,129,231,53,0,0,79,0,0,0,54,84,23,0,0,66,0,0,0,49,60,11,0,0,9,0,0,0,8,0,0,0
1ag9,0,599,0,0,0,176,356,40,0,0,131,0,0,0,46,99,12,0,0,144,0,0,0,46,117,14,0,0,4,0,0,0,2,8,1,0
1agm,0,657,0,0,0,39,413,0,0,0,119,0,0,0,10,83,0,0,0,176,0,0,0,10,114,0,0,0,0,0,0,0,0,0,0,0
1ahx,0,325,0,0,0,0,80,0,0,0,66,0,0,0,0,16,0,0,0,60,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
1ahy,0,150,0,0,0,0,156,0,0,0,40,0,0,0,0,41,0,0,0,23,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0
1ai4,0,311,0,0,0,0,146,0,0,0,55,0,0,0,0,32,0,0,0,68,0,0,0,0,37,0,0,0,7,0,0,0,0,2,0,0
1ai5,0,298,0,0,0,42,151,0,0,0,54,0,0,0,8,34,0,0,0,65,0,0,0,11,37,0,0,0,6,0,0,0,1,1,0,0
1ai6,0,346,0,0,0,0,118,0,0,0,57,0,0,0,0,24,0,0,0,72,0,0,0,0,27,0,0,0,7,0,0,0,0,1,0,0
1ai7,0,271,0,0,0,0,50,0,0,0,44,0,0,0,0,6,0,0,0,58,0,0,0,0,7,0,0,0,6,0,0,0,0,1,0,0
1aid,0,509,38,33,0,14,14,0,44,0,87,8,4,0,4,1,0,8,0,99,9,5,0,2,3,0,13,0,0,0,0,0,0,0,0,0
1aj6,0,407,0,0,0,36,191,0,0,0,119,0,0,0,16,62,0,0,0,93,0,0,0,13,53,0,0,0,1,0,0,0,0,1,0,0
1aj7,0,380,0,0,0,47,246,44,0,0,100,0,0,0,10,60,9,0,0,57,0,0,0,7,45,7,0,0,0,0,0,0,0,0,0,0
1ajn,0,310,0,0,0,42,145,0,0,0,53,0,0,0,7,29,0,0,0,64,0,0,0,6,34,0,0,0,6,0,0,0,1,2,0,0
1ajp,0,312,0,0,0,0,143,0,0,0,54,0,0,0,0,31,0,0,0,70,0,0,0,0,38,0,0,0,7,0,0,0,0,1,0,0
1ajq,0,258,0,0,0,0,70,0,40,0,44,0,0,0,0,18,0,5,0,49,0,0,0,0,18,0,9,0,5,0,0,0,0,0,0,1
1ajv,0,956,0,0,0,60,174,0,25,0,244,0,0,0,9,41,0,5,0,279,0,0,0,16,59,0,10,0,0,0,0,0,0,0,0,0
1ajx,0,953,0,0,0,54,138,0,0,0,232,0,0,0,10,36,0,0,0,269,0,0,0,17,48,0,0,0,0,0,0,0,0,0,0,0
1akq,0,495,0,0,0,153,326,38,0,0,120,0,0,0,42,104,13,0,0,120,0,0,0,41,113,15,0,0,4,0,0,0,2,6,1,0
1akr,0,484,0,0,0,150,316,38,0,0,111,0,0,0,37,99,12,0,0,121,0,0,0,40,110,15,0,0,4,0,0,0,2,6,1,0
1akt,0,505,0,0,0,156,322,40,0,0,123,0,0,0,39,103,13,0,0,128,0,0,0,46,112,15,0,0,4,0,0,0,2,7,1,0
1aku,0,477,0,0,0,140,319,38,0,0,118,0,0,0,37,101,12,0,0,117,0,0,0,43,111,15,0,0,4,0,0,0,2,6,1,0
1akv,0,507,0,0,0,151,334,38,0,0,121,0,0,0,40,104,13,0,0,122,0,0,0,47,112,16,0,0,4,0,0,0,2,6,1,0
1akw,0,500,0,0,0,155,311,38,0,0,109,0,0,0,36,98,12,0,0,117,0,0,0,38,108,15,0,0,4,0,0,0,2,6,1,0
1al7,0,391,0,0,0,85,49,0,30,0,78,0,0,0,26,18,0,8,0,74,0,0,0,27,12,0,6,0,8,0,0,0,0,1,0,1
1al8,0,352,0,0,0,28,71,0,0,0,61,0,0,0,7,22,0,0,0,53,0,0,0,5,15,0,0,0,16,0,0,0,0,0,0,0
1alw,0,293,0,0,0,0,36,0,11,0,72,0,0,0,0,13,0,5,0,38,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
1amk,0,77,0,0,0,0,207,34,0,0,27,0,0,0,0,71,11,0,0,25,0,0,0,0,72,12,0,0,0,0,0,0,0,1,0,0
1amw,0,234,0,0,0,138,203,46,0,0,58,0,0,0,30,61,13,0,0,66,0,0,0,40,65,13,0,0,10,0,0,0,5,2,0,0
1anf,0,404,0,0,0,0,393,0,0,0,80,0,0,0,0,81,0,0,0,72,0,0,0,0,72,0,0,0,7,0,0,0,0,5,0,0
1ao0,0,293,0,0,0,145,227,36,0,0,118,0,0,0,57,79,13,0,0,83,0,0,0,37,80,13,0,0,0,0,0,0,0,0,0,0
1apb,0,231,0,0,0,0,179,0,0,0,58,0,0,0,0,55,0,0,0,69,0,0,0,0,55,0,0,0,13,0,0,0,0,10,0,0
1apv,0,582,0,65,0,90,140,0,0,0,108,0,11,0,20,34,0,0,0,225,0,19,0,43,66,0,0,0,0,0,0,0,0,0,0,0
1apw,0,569,0,64,0,92,108,0,0,0,108,0,12,0,19,27,0,0,0,225,0,19,0,43,56,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,950,0,0,0,188,280,0,0,0,241,0,0,0,37,74,0,0,0,217,0,0,0,42,60,0,0,0,0,0,0,0,0,0,0,0
1aqi,0,382,0,0,0,203,115,0,18,0,88,0,0,0,41,32,0,8,0,100,0,0,0,46,36,0,8,0,0,0,0,0,0,0,0,0
1aqj,0,406,0,0,0,243,106,0,0,0,98,0,0,0,47,28,0,0,0,110,0,0,0,51,33,0,0,0,0,0,0,0,0,0,0,0
1at5,0,344,0,0,0,58,236,0,0,0,81,0,0,0,12,62,0,0,0,49,0,0,0,9,46,0,0,0,0,0,0,0,0,0,0,0
1at6,0,358,0,0,0,57,256,0,0,0,83,0,0,0,12,66,0,0,0,61,0,0,0,10,54,0,0,0,0,0,0,0,0,0,0,0
1atl,0,483,0,0,0,25,120,0,20,0,157,0,0,0,12,38,0,5,0,149,0,0,0,9,34,0,5,0,1,0,0,0,0,0,0,0
1atr,0,299,0,0,0,156,296,60,0,0,115,0,0,0,59,109,22,0,0,113,0,0,0,55,132,29,0,0,0,0,0,0,0,0,0,0
1avn,0,63,0,0,0,51,0,0,0,0,29,0,0,0,19,0,0,0,0,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
1avp,0,891,0,0,0,286,196,0,11,0,235,0,0,0,70,60,0,3,0,301,0,0,0,109,61,0,6,0,26,0,0,0,12,6,0,1
1awi,0,921,0,0,0,186,149,0,0,0,206,0,0,0,35,29,0,0,0,175,0,0,0,29,28,0,0,0,9,0,0,0,1,1,0,0
1ax0,0,243,0,0,0,28,181,0,0,0,51,0,0,0,4,41,0,0,0,58,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,229,0,0,0,0,215,0,0,0,57,0,0,0,0,51,0,0,0,57,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,238,0,0,0,8,212,0,0,0,62,0,0,0,4,51,0,0,0,60,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0
1axr,0,238,0,0,0,92,140,0,0,0,87,0,0,0,36,44,0,0,0,74,0,0,0,25,43,0,0,0,0,0,0,0,0,0,0,0
1axs,0,764,0,0,0,18,59,0,0,0,120,0,0,0,2,10,0,0,0,186,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0
1axz,0,186,0,0,0,0,187,0,0,0,44,0,0,0,0,39,0,0,0,46,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
1azl,0,499,0,0,0,155,315,39,0,0,110,0,0,0,37,98,12,0,0,121,0,0,0,40,108,15,0,0,4,0,0,0,2,6,1,0
1azm,0,104,0,0,0,116,116,0,71,0,25,0,0,0,41,31,0,22,0,16,0,0,0,26,17,0,10,0,0,0,0,0,0,0,0,0
1azx,0,299,0,0,0,0,632,0,115,0,155,0,0,0,0,286,0,52,0,44,0,0,0,0,105,0,20,0,0,0,0,0,0,0,0,0
1b05,0,513,0,0,0,175,132,0,36,0,144,0,0,0,42,39,0,11,0,136,0,0,0,52,29,0,9,0,19,0,0,0,5,5,0,0
1b0h,0,875,0,0,0,182,127,0,0,0,240,0,0,0,42,38,0,0,0,237,0,0,0,52,29,0,0,0,18,0,0,0,6,5,0,0
1b11,0,603,0,0,0,71,124,0,0,0,144,0,0,0,21,37,0,0,0,145,0,0,0,23,38,0,0,0,6,0,0,0,1,1,0,0
1b1h,0,744,0,0,0,173,127,0,0,0,217,0,0,0,41,36,0,0,0,196,0,0,0,51,28,0,0,0,19,0,0,0,7,5,0,0
1b2h,0,592,0,0,0,211,129,0,0,0,167,0,0,0,55,38,0,0,0,160,0,0,0,62,30,0,0,0,19,0,0,0,6,4,0,0
1b32,0,585,0,0,0,179,129,0,42,0,162,0,0,0,46,38,0,8,0,155,0,0,0,50,30,0,9,0,19,0,0,0,7,5,0,0
1b38,0,311,0,0,0,181,335,77,0,0,56,0,0,0,29,106,26,0,0,71,0,0,0,38,119,29,0,0,0,0,0,0,0,0,0,0
1b39,0,288,0,0,0,178,358,82,0,0,51,0,0,0,24,106,29,0,0,65,0,0,0,33,125,31,0,0,0,0,0,0,0,0,0,0
1b3f,0,627,0,0,0,252,128,0,0,0,173,0,0,0,61,38,0,0,0,166,0,0,0,75,29,0,0,0,19,0,0,0,7,5,0,0
1b3g,0,610,0,0,0,174,124,0,0,0,169,0,0,0,43,39,0,0,0,165,0,0,0,52,29,0,0,0,19,0,0,0,7,5,0,0
1b3h,0,725,0,0,0,174,127,0,0,0,190,0,0,0,44,39,0,0,0,196,0,0,0,51,29,0,0,0,19,0,0,0,5,5,0,0
1b3l,0,470,0,0,0,172,124,0,0,0,127,0,0,0,42,37,0,0,0,123,0,0,0,51,29,0,0,0,19,0,0,0,7,5,0,0
1b40,0,756,0,0,0,180,131,0,0,0,200,0,0,0,44,39,0,0,0,201,0,0,0,50,29,0,0,0,18,0,0,0,5,5,0,0
1b42,0,169,0,0,0,142,0,0,0,0,28,0,0,0,22,0,0,0,0,37,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
1b46,0,585,0,0,0,177,132,0,0,0,159,0,0,0,45,41,0,0,0,160,0,0,0,48,31,0,0,0,20,0,0,0,6,5,0,0
1b4d,0,299,0,0,0,58,258,0,0,0,96,0,0,0,20,81,0,0,0,102,0,0,0,22,91,0,0,0,0,0,0,0,0,0,0,0
1b4h,0,554,0,0,0,217,126,0,0,0,154,0,0,0,52,38,0,0,0,146,0,0,0,62,29,0,0,0,19,0,0,0,6,5,0,0
1b4z,0,550,0,0,0,184,207,0,0,0,152,0,0,0,43,56,0,0,0,146,0,0,0,52,48,0,0,0,19,0,0,0,7,5,0,0
1b51,0,513,0,0,0,172,161,0,0,0,137,0,0,0,41,48,0,0,0,137,0,0,0,48,35,0,0,0,19,0,0,0,6,5,0,0
1b52,0,546,0,0,0,171,156,0,0,0,153,0,0,0,42,48,0,0,0,141,0,0,0,50,37,0,0,0,19,0,0,0,7,4,0,0
1b55,0,140,0,0,0,0,428,93,0,0,61,0,0,0,0,146,30,0,0,49,0,0,0,0,126,27,0,0,0,0,0,0,0,0,0,0
1b56,0,480,0,0,0,0,58,0,0,0,113,0,0,0,0,12,0,0,0,93,0,0,0,0,7,0,0,0,28,0,0,0,0,3,0,0
1b57,0,77,0,0,0,34,220,39,0,0,37,0,0,0,18,97,14,0,0,32,0,0,0,12,81,15,0,0,0,0,0,0,0,1,0,0
1b58,0,724,0,0,0,179,158,0,0,0,193,0,0,0,42,49,0,0,0,185,0,0,0,48,44,0,0,0,18,0,0,0,6,5,0,0
1b5h,0,517,0,0,0,210,128,0,0,0,143,0,0,0,55,39,0,0,0,140,0,0,0,58,30,0,0,0,19,0,0,0,6,5,0,0
1b5i,0,547,0,0,0,212,164,0,0,0,151,0,0,0,48,46,0,0,0,145,0,0,0,60,36,0,0,0,19,0,0,0,5,5,0,0
1b5j,0,585,0,0,0,216,164,0,0,0,161,0,0,0,52,46,0,0,0,154,0,0,0,63,38,0,0,0,19,0,0,0,6,5,0,0
1b6h,0,583,0,0,0,178,128,0,0,0,166,0,0,0,42,39,0,0,0,154,0,0,0,52,29,0,0,0,19,0,0,0,6,5,0,0
1b6j,0,907,0,0,0,169,185,0,0,0,222,0,0,0,51,63,0,0,0,262,0,0,0,58,66,0,0,0,0,0,0,0,0,0,0,0
1b6k,0,948,0,0,0,115,143,0,0,0,250,0,0,0,35,52,0,0,0,281,0,0,0,41,48,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,763,0,0,0,129,151,0,0,0,193,0,0,0,36,47,0,0,0,223,0,0,0,43,54,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,911,0,0,0,99,144,0,0,0,233,0,0,0,30,42,0,0,0,259,0,0,0,36,47,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,969,0,0,0,124,151,0,0,0,250,0,0,0,35,53,0,0,0,282,0,0,0,44,50,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,627,0,0,0,181,124,0,0,0,176,0,0,0,46,40,0,0,0,167,0,0,0,52,28,0,0,0,19,0,0,0,5,5,0,0
1b8n,0,375,0,0,0,185,139,0,0,0,91,0,0,0,46,40,0,0,0,102,0,0,0,52,36,0,0,0,11,0,0,0,4,3,0,0
1b8o,0,370,0,0,0,142,140,0,0,0,89,0,0,0,35,39,0,0,0,102,0,0,0,41,35,0,0,0,11,0,0,0,3,3,0,0
1b8y,0,714,0,0,0,72,109,0,32,0,196,0,0,0,21,34,0,8,0,163,0,0,0,18,28,0,7,0,0,0,0,0,0,0,0,0
1b9j,0,617,0,0,0,182,124,0,0,0,163,0,0,0,43,37,0,0,0,161,0,0,0,50,29,0,0,0,19,0,0,0,7,5,0,0
1bai,0,935,0,0,0,219,224,0,0,0,240,0,0,0,69,60,0,0,0,265,0,0,0,65,81,0,0,0,0,0,0,0,0,0,0,0
1bap,0,192,0,0,0,0,186,0,0,0,48,0,0,0,0,49,0,0,0,64,0,0,0,0,55,0,0,0,13,0,0,0,0,10,0,0
1bbz,0,708,0,0,0,136,157,0,0,0,123,0,0,0,17,33,0,0,0,167,0,0,0,25,35,0,0,0,0,0,0,0,0,0,0,0
1bcd,0,43,0,129,0,34,71,0,39,0,11,0,36,0,10,21,0,10,0,8,0,24,0,9,16,0,9,0,0,0,1,0,0,0,0,0
1bcj,0,170,0,0,0,19,133,0,0,0,43,0,0,0,7,34,0,0,0,59,0,0,0,8,42,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,327,0,0,0,77,0,0,0,0,117,0,0,0,23,0,0,0,0,138,0,0,0,32,0,0,0,0,24,0,0,0,5,0,0,0
1bdl,0,613,0,0,0,87,82,0,0,0,168,0,0,0,22,22,0,0,0,190,0,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0
1bdq,0,877,0,0,0,91,115,0,0,0,215,0,0,0,30,22,0,0,0,251,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,875,0,0,0,89,112,0,0,0,215,0,0,0,31,24,0,0,0,258,0,0,0,35,38,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,423,31,0,0,0,162,0,0,0,101,5,0,0,0,44,0,0,0,127,6,0,0,0,51,0,0,0,15,1,0,0,0,4,0,0
1bhf,0,517,0,0,0,55,178,0,0,0,169,0,0,0,13,67,0,0,0,134,0,0,0,11,52,0,0,0,3,0,0,0,0,1,0,0
1bhx,0,547,0,0,0,186,75,0,49,0,118,0,0,0,56,22,0,10,0,138,0,0,0,55,20,0,10,0,8,0,0,0,5,1,0,0
1bju,0,351,17,0,0,115,22,0,0,0,114,5,0,0,44,8,0,0,0,143,4,0,0,53,6,0,0,0,14,0,0,0,5,0,0,0
1bjv,0,425,0,0,0,120,38,0,0,0,130,0,0,0,45,11,0,0,0,172,0,0,0,50,12,0,0,0,14,0,0,0,5,0,0,0
1bkj,0,502,0,0,0,102,244,29,0,0,171,0,0,0,35,100,14,0,0,157,0,0,0,30,68,11,0,0,4,0,0,0,0,6,1,0
1bky,0,142,0,0,0,92,36,0,0,0,22,0,0,0,14,7,0,0,0,32,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0
1bm7,0,457,0,101,0,34,47,0,0,0,88,0,24,0,7,6,0,0,0,105,0,41,0,4,3,0,0,0,2,0,0,0,0,0,0,0
1bma,0,661,0,117,0,89,64,0,0,0,166,0,39,0,27,19,0,0,0,169,0,40,0,23,17,0,0,0,16,0,4,0,1,3,0,0
1bmm,0,602,0,0,0,171,91,0,17,0,128,0,0,0,49,26,0,3,0,165,0,0,0,60,26,0,5,0,8,0,0,0,6,3,0,0
1bmn,0,677,0,0,0,157,97,0,19,0,153,0,0,0,41,29,0,4,0,174,0,0,0,52,22,0,3,0,9,0,0,0,6,1,0,0
1bn1,0,266,0,0,0,55,140,0,89,0,48,0,0,0,12,29,0,23,0,48,0,0,0,14,22,0,20,0,0,0,0,0,0,0,0,0
1bn3,0,276,0,0,0,53,154,0,91,0,55,0,0,0,12,33,0,23,0,49,0,0,0,13,25,0,19,0,0,0,0,0,0,0,0,0
1bn4,0,268,0,0,0,56,159,0,92,0,48,0,0,0,11,35,0,23,0,54,0,0,0,14,27,0,19,0,0,0,0,0,0,0,0,0
1bnm,0,296,0,0,0,78,169,0,96,0,63,0,0,0,21,31,0,23,0,51,0,0,0,19,25,0,17,0,0,0,0,0,0,0,0,0
1bnn,0,278,0,0,0,57,162,0,91,0,57,0,0,0,11,34,0,22,0,48,0,0,0,12,24,0,19,0,0,0,0,0,0,0,0,0
1bnq,0,261,0,0,0,83,163,0,96,0,69,0,0,0,20,29,0,21,0,59,0,0,0,20,24,0,17,0,0,0,0,0,0,0,0,0
1bnt,0,268,0,0,0,55,184,0,97,0,55,0,0,0,13,41,0,23,0,48,0,0,0,13,27,0,15,0,0,0,0,0,0,0,0,0
1bnu,0,247,0,0,0,59,165,0,117,0,58,0,0,0,13,43,0,27,0,46,0,0,0,13,26,0,19,0,0,0,0,0,0,0,0,0
1bnv,0,289,0,0,0,81,165,0,95,0,61,0,0,0,21,33,0,23,0,55,0,0,0,17,25,0,16,0,0,0,0,0,0,0,0,0
1bnw,0,188,0,0,0,63,133,0,114,0,39,0,0,0,11,33,0,26,0,36,0,0,0,12,24,0,19,0,0,0,0,0,0,0,0,0
1bp0,0,191,0,0,0,47,190,26,0,0,84,0,0,0,20,87,14,0,0,58,0,0,0,14,58,4,0,0,9,0,0,0,2,8,1,0
1bq3,0,47,0,0,0,0,381,101,0,0,33,0,0,0,0,181,40,0,0,22,0,0,0,0,117,25,0,0,0,0,0,0,0,0,0,0
1bq4,0,169,0,0,0,0,216,0,0,0,136,0,0,0,0,135,0,0,0,55,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
1br6,0,414,0,0,0,228,74,0,0,0,106,0,0,0,46,22,0,0,0,93,0,0,0,56,22,0,0,0,0,0,0,0,0,0,0,0
1br8,0,1797,0,0,0,489,625,0,0,0,379,0,0,0,92,143,0,0,0,351,0,0,0,98,136,0,0,0,2,0,0,0,0,2,0,0
1bsk,0,434,0,0,0,63,228,41,0,0,140,0,0,0,20,72,13,0,0,99,0,0,0,12,56,8,0,0,9,0,0,0,1,9,1,0
1bt6,0,730,0,0,0,139,193,0,0,0,133,0,0,0,19,40,0,0,0,188,0,0,0,42,60,0,0,0,47,0,0,0,7,8,0,0
1btn,0,83,0,0,0,0,204,40,0,0,37,0,0,0,0,72,13,0,0,17,0,0,0,0,47,9,0,0,0,0,0,0,0,0,0,0
1bty,0,247,0,0,0,74,0,0,0,0,87,0,0,0,27,0,0,0,0,100,0,0,0,35,0,0,0,0,14,0,0,0,4,0,0,0
1bux,0,229,0,0,0,105,241,37,9,0,56,0,0,0,20,101,19,4,0,33,0,0,0,15,45,6,1,0,0,0,0,0,0,0,0,0
1bv7,0,1151,0,0,0,141,131,0,43,0,264,0,0,0,33,36,0,12,0,327,0,0,0,44,51,0,16,0,0,0,0,0,0,0,0,0
1bv9,0,1087,0,0,0,137,130,0,43,0,285,0,0,0,32,39,0,12,0,351,0,0,0,47,54,0,16,0,0,0,0,0,0,0,0,0
1bwa,0,1089,0,0,0,138,129,0,43,0,281,0,0,0,34,42,0,11,0,355,0,0,0,47,54,0,16,0,0,0,0,0,0,0,0,0
1bwb,0,1224,0,0,0,176,129,0,0,0,301,0,0,0,40,37,0,0,0,384,0,0,0,66,51,0,0,0,0,0,0,0,0,0,0,0
1bwn,0,132,0,0,0,0,430,95,0,0,58,0,0,0,0,149,31,0,0,44,0,0,0,0,118,22,0,0,0,0,0,0,0,0,0,0
1bxo,0,730,0,0,0,85,205,32,0,0,124,0,0,0,19,48,7,0,0,259,0,0,0,39,98,11,0,0,0,0,0,0,0,0,0,0
1bxq,0,723,0,0,0,86,217,33,0,0,123,0,0,0,21,48,8,0,0,252,0,0,0,41,99,12,0,0,0,0,0,0,0,0,0,0
1bxr,0,355,0,0,0,208,350,74,0,0,93,0,0,0,57,149,42,0,0,100,0,0,0,53,133,30,0,0,9,0,0,0,7,10,3,0
