PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1a28,0,129,0,0,0,0,27,0,0,0,16,0,0,0,0,5,0,0,0,27,0,0,0,0,7,0,0,0,15,0,0,0,0,1,0,0
1a30,0,81,0,0,0,9,66,0,0,0,22,0,0,0,5,19,0,0,0,32,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0
1a3e,0,148,0,0,0,6,29,0,0,0,29,0,0,0,3,8,0,0,0,31,0,0,0,2,10,0,0,0,1,0,0,0,0,0,0,0
1a42,0,67,0,0,0,19,46,0,29,0,12,0,0,0,7,10,0,8,0,15,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0
1a4h,0,105,0,0,0,16,49,0,0,0,22,0,0,0,6,10,0,0,0,43,0,0,0,6,20,0,0,0,7,0,0,0,0,2,0,0
1a4k,0,138,0,0,0,18,24,0,0,0,40,0,0,0,6,9,0,0,0,24,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0
1a4r,0,61,0,0,0,54,72,17,0,0,17,0,0,0,11,29,10,0,0,15,0,0,0,15,18,2,0,0,4,0,0,0,2,4,1,0
1a4w,0,143,0,0,0,44,18,0,6,0,29,0,0,0,16,6,0,1,0,36,0,0,0,21,7,0,1,0,2,0,0,0,1,0,0,0
1a50,0,116,0,11,0,13,51,15,0,0,6,0,0,0,0,24,6,0,0,20,0,1,0,3,13,2,0,0,0,0,0,0,0,0,0,0
1a52,0,135,0,0,0,0,27,0,0,0,15,0,0,0,0,5,0,0,0,19,0,0,0,0,6,0,0,0,5,0,0,0,0,1,0,0
1a5h,0,169,0,0,0,54,7,0,0,0,40,0,0,0,14,2,0,0,0,53,0,0,0,15,3,0,0,0,4,0,0,0,1,0,0,0
1a69,0,86,0,0,0,37,40,0,0,0,19,0,0,0,10,18,0,0,0,24,0,0,0,17,15,0,0,0,9,0,0,0,1,4,0,0
1a8i,0,58,0,0,0,16,62,0,0,0,19,0,0,0,5,18,0,0,0,24,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0
1a8t,0,126,0,0,0,39,12,0,0,0,41,0,0,0,22,4,0,0,0,18,0,0,0,6,6,0,0,0,1,0,0,0,2,0,0,0
1a94,0,166,0,0,0,39,65,0,0,0,31,0,0,0,10,19,0,0,0,84,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0
1a99,0,82,0,0,0,35,0,0,0,0,3,0,0,0,6,0,0,0,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1a9m,0,145,0,0,0,35,52,0,0,0,38,0,0,0,14,17,0,0,0,63,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,0
1a9q,0,48,0,0,0,33,11,0,0,0,9,0,0,0,9,2,0,0,0,17,0,0,0,15,2,0,0,0,1,0,0,0,1,0,0,0
1aaq,0,140,0,0,0,21,49,0,0,0,32,0,0,0,9,17,0,0,0,70,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0
1abf,0,53,0,0,0,0,38,0,0,0,26,0,0,0,0,16,0,0,0,16,0,0,0,0,16,0,0,0,4,0,0,0,0,4,0,0
1add,0,100,0,0,0,43,40,0,0,0,24,0,0,0,10,9,0,0,0,27,0,0,0,13,5,0,0,0,4,0,0,0,0,4,0,0
1adl,0,110,0,0,0,0,13,0,0,0,20,0,0,0,0,3,0,0,0,26,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0
1ado,0,20,0,0,0,0,53,11,0,0,15,0,0,0,0,22,5,0,0,2,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
1af2,0,102,0,0,0,20,74,0,0,0,16,0,0,0,4,19,0,0,0,17,0,0,0,3,23,0,0,0,3,0,0,0,1,2,0,0
1afk,0,48,0,0,0,33,43,11,0,0,22,0,0,0,12,31,8,0,0,17,0,0,0,11,11,2,0,0,2,0,0,0,3,0,0,0
1afl,0,52,0,0,0,36,64,17,0,0,20,0,0,0,13,28,7,0,0,17,0,0,0,13,18,3,0,0,2,0,0,0,3,0,0,0
1ag9,0,173,0,0,0,54,131,21,0,0,29,0,0,0,11,39,6,0,0,40,0,0,0,12,43,4,0,0,1,0,0,0,0,3,0,0
1agm,0,163,0,0,0,4,123,0,0,0,23,0,0,0,1,25,0,0,0,57,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0
1ahx,0,80,0,0,0,0,26,0,0,0,19,0,0,0,0,11,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1ahy,0,32,0,0,0,0,44,0,0,0,16,0,0,0,0,20,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1ai4,0,78,0,0,0,0,38,0,0,0,13,0,0,0,0,10,0,0,0,16,0,0,0,0,10,0,0,0,3,0,0,0,0,1,0,0
1ai5,0,68,0,0,0,13,38,0,0,0,12,0,0,0,2,12,0,0,0,13,0,0,0,3,10,0,0,0,3,0,0,0,0,0,0,0
1ai6,0,104,0,0,0,0,31,0,0,0,16,0,0,0,0,9,0,0,0,17,0,0,0,0,11,0,0,0,3,0,0,0,0,1,0,0
1ai7,0,82,0,0,0,0,11,0,0,0,11,0,0,0,0,2,0,0,0,13,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0
1aid,0,87,12,9,0,0,0,0,7,0,4,2,2,0,0,0,0,0,0,18,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1aj6,0,108,0,0,0,10,47,0,0,0,31,0,0,0,2,14,0,0,0,18,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0
1aj7,0,91,0,0,0,15,63,9,0,0,33,0,0,0,3,19,4,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1ajn,0,72,0,0,0,12,37,0,0,0,12,0,0,0,2,9,0,0,0,16,0,0,0,3,12,0,0,0,1,0,0,0,0,1,0,0
1ajp,0,73,0,0,0,0,35,0,0,0,14,0,0,0,0,10,0,0,0,16,0,0,0,0,8,0,0,0,2,0,0,0,0,1,0,0
1ajq,0,75,0,0,0,0,20,0,14,0,13,0,0,0,0,6,0,1,0,15,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,1
1ajv,0,225,0,0,0,5,50,0,8,0,45,0,0,0,2,13,0,2,0,69,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0
1ajx,0,189,0,0,0,7,43,0,0,0,36,0,0,0,3,8,0,0,0,54,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
1akq,0,161,0,0,0,54,115,18,0,0,27,0,0,0,11,40,7,0,0,37,0,0,0,12,41,4,0,0,0,0,0,0,0,2,0,0
1akr,0,163,0,0,0,51,112,20,0,0,23,0,0,0,8,37,6,0,0,36,0,0,0,13,41,4,0,0,0,0,0,0,0,2,0,0
1akt,0,168,0,0,0,51,115,22,0,0,24,0,0,0,11,41,6,0,0,39,0,0,0,14,42,4,0,0,0,0,0,0,0,2,0,0
1aku,0,131,0,0,0,41,107,20,0,0,20,0,0,0,12,36,6,0,0,39,0,0,0,14,38,4,0,0,0,0,0,0,0,2,0,0
1akv,0,163,0,0,0,54,111,20,0,0,24,0,0,0,14,41,6,0,0,44,0,0,0,16,44,4,0,0,0,0,0,0,0,3,0,0
1akw,0,163,0,0,0,53,113,19,0,0,20,0,0,0,8,37,6,0,0,35,0,0,0,12,39,4,0,0,0,0,0,0,0,2,0,0
1al7,0,96,0,0,0,12,14,0,6,0,15,0,0,0,5,11,0,1,0,12,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1
1al8,0,95,0,0,0,5,23,0,0,0,13,0,0,0,1,7,0,0,0,15,0,0,0,1,3,0,0,0,8,0,0,0,0,0,0,0
1alw,0,61,0,0,0,0,10,0,1,0,15,0,0,0,0,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1amk,0,22,0,0,0,0,62,11,0,0,10,0,0,0,0,31,7,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
1amw,0,46,0,0,0,28,51,12,0,0,3,0,0,0,3,22,6,0,0,11,0,0,0,10,19,4,0,0,5,0,0,0,2,1,0,0
1anf,0,113,0,0,0,0,94,0,0,0,21,0,0,0,0,23,0,0,0,21,0,0,0,0,21,0,0,0,1,0,0,0,0,1,0,0
1ao0,0,62,0,0,0,40,65,13,0,0,29,0,0,0,16,32,7,0,0,20,0,0,0,4,23,5,0,0,0,0,0,0,0,0,0,0
1apb,0,52,0,0,0,0,42,0,0,0,22,0,0,0,0,14,0,0,0,16,0,0,0,0,19,0,0,0,3,0,0,0,0,3,0,0
1apv,0,140,0,8,0,21,44,0,0,0,14,0,3,0,4,13,0,0,0,78,0,7,0,12,26,0,0,0,0,0,0,0,0,0,0,0
1apw,0,143,0,8,0,20,35,0,0,0,14,0,3,0,4,10,0,0,0,79,0,8,0,14,20,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,241,0,0,0,47,75,0,0,0,46,0,0,0,6,19,0,0,0,60,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0
1aqi,0,101,0,0,0,63,35,0,6,0,19,0,0,0,15,10,0,1,0,30,0,0,0,17,12,0,2,0,0,0,0,0,0,0,0,0
1aqj,0,108,0,0,0,70,34,0,0,0,19,0,0,0,14,5,0,0,0,33,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0
1at5,0,92,0,0,0,7,55,0,0,0,21,0,0,0,3,15,0,0,0,8,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0
1at6,0,91,0,0,0,8,63,0,0,0,24,0,0,0,4,15,0,0,0,9,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0
1atl,0,106,0,0,0,1,38,0,9,0,42,0,0,0,1,16,0,2,0,48,0,0,0,2,12,0,4,0,0,0,0,0,0,0,0,0
1atr,0,76,0,0,0,49,88,26,0,0,32,0,0,0,13,34,6,0,0,26,0,0,0,14,31,3,0,0,0,0,0,0,0,0,0,0
1avn,0,8,0,0,0,7,0,0,0,0,13,0,0,0,9,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1avp,0,194,0,0,0,62,65,0,2,0,40,0,0,0,15,16,0,1,0,89,0,0,0,38,33,0,1,0,7,0,0,0,5,1,0,1
1awi,0,211,0,0,0,24,32,0,0,0,51,0,0,0,12,15,0,0,0,52,0,0,0,8,6,0,0,0,2,0,0,0,0,0,0,0
1ax0,0,62,0,0,0,2,48,0,0,0,17,0,0,0,2,14,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,64,0,0,0,0,54,0,0,0,15,0,0,0,0,19,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,70,0,0,0,4,53,0,0,0,17,0,0,0,1,17,0,0,0,12,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0
1axr,0,48,0,0,0,37,40,0,0,0,21,0,0,0,10,12,0,0,0,17,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0
1axs,0,206,0,0,0,1,14,0,0,0,28,0,0,0,1,4,0,0,0,42,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1axz,0,52,0,0,0,0,42,0,0,0,13,0,0,0,0,13,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1azl,0,165,0,0,0,52,116,19,0,0,21,0,0,0,8,37,6,0,0,36,0,0,0,12,40,4,0,0,0,0,0,0,0,2,0,0
1azm,0,25,0,0,0,35,29,0,16,0,5,0,0,0,13,6,0,6,0,1,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0
1azx,0,78,0,0,0,0,190,0,51,0,41,0,0,0,0,98,0,17,0,10,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
1b05,0,124,0,0,0,51,38,0,7,0,22,0,0,0,14,12,0,2,0,58,0,0,0,21,11,0,3,0,6,0,0,0,0,1,0,0
1b0h,0,205,0,0,0,47,37,0,0,0,41,0,0,0,13,12,0,0,0,93,0,0,0,19,12,0,0,0,4,0,0,0,0,1,0,0
1b11,0,115,0,0,0,11,37,0,0,0,18,0,0,0,6,11,0,0,0,47,0,0,0,9,17,0,0,0,1,0,0,0,0,0,0,0
1b1h,0,189,0,0,0,51,39,0,0,0,35,0,0,0,14,13,0,0,0,78,0,0,0,21,11,0,0,0,5,0,0,0,0,1,0,0
1b2h,0,133,0,0,0,59,44,0,0,0,26,0,0,0,17,15,0,0,0,61,0,0,0,24,11,0,0,0,5,0,0,0,0,1,0,0
1b32,0,137,0,0,0,49,38,0,4,0,25,0,0,0,11,12,0,2,0,64,0,0,0,20,11,0,3,0,5,0,0,0,0,1,0,0
1b38,0,68,0,0,0,57,82,14,0,0,7,0,0,0,6,28,7,0,0,13,0,0,0,5,30,9,0,0,0,0,0,0,0,0,0,0
1b39,0,65,0,0,0,50,81,15,0,0,6,0,0,0,6,31,9,0,0,11,0,0,0,4,32,9,0,0,0,0,0,0,0,0,0,0
1b3f,0,141,0,0,0,65,39,0,0,0,27,0,0,0,17,13,0,0,0,72,0,0,0,26,11,0,0,0,4,0,0,0,0,1,0,0
1b3g,0,145,0,0,0,48,39,0,0,0,28,0,0,0,16,12,0,0,0,67,0,0,0,20,11,0,0,0,6,0,0,0,0,1,0,0
1b3h,0,160,0,0,0,52,40,0,0,0,33,0,0,0,15,13,0,0,0,72,0,0,0,21,10,0,0,0,5,0,0,0,0,1,0,0
1b3l,0,111,0,0,0,50,37,0,0,0,18,0,0,0,13,12,0,0,0,57,0,0,0,18,11,0,0,0,5,0,0,0,0,1,0,0
1b40,0,164,0,0,0,51,38,0,0,0,30,0,0,0,13,13,0,0,0,74,0,0,0,20,11,0,0,0,3,0,0,0,0,1,0,0
1b42,0,71,0,0,0,55,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1b46,0,137,0,0,0,48,38,0,0,0,18,0,0,0,13,12,0,0,0,65,0,0,0,20,10,0,0,0,5,0,0,0,0,1,0,0
1b4d,0,71,0,0,0,13,73,0,0,0,20,0,0,0,5,22,0,0,0,27,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,0
1b4h,0,130,0,0,0,53,39,0,0,0,23,0,0,0,16,13,0,0,0,63,0,0,0,23,11,0,0,0,5,0,0,0,0,1,0,0
1b4z,0,129,0,0,0,49,53,0,0,0,23,0,0,0,13,14,0,0,0,61,0,0,0,20,17,0,0,0,4,0,0,0,0,1,0,0
1b51,0,123,0,0,0,50,49,0,0,0,19,0,0,0,15,14,0,0,0,57,0,0,0,20,13,0,0,0,5,0,0,0,0,1,0,0
1b52,0,123,0,0,0,50,51,0,0,0,22,0,0,0,14,14,0,0,0,60,0,0,0,19,13,0,0,0,5,0,0,0,0,1,0,0
1b55,0,25,0,0,0,0,133,33,0,0,10,0,0,0,0,51,12,0,0,13,0,0,0,0,34,7,0,0,0,0,0,0,0,0,0,0
1b56,0,92,0,0,0,0,12,0,0,0,19,0,0,0,0,4,0,0,0,11,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0
1b57,0,27,0,0,0,9,89,18,0,0,12,0,0,0,7,39,6,0,0,4,0,0,0,3,25,4,0,0,0,0,0,0,0,0,0,0
1b58,0,161,0,0,0,47,46,0,0,0,27,0,0,0,11,17,0,0,0,71,0,0,0,20,15,0,0,0,5,0,0,0,0,1,0,0
1b5h,0,124,0,0,0,59,39,0,0,0,20,0,0,0,17,12,0,0,0,56,0,0,0,23,11,0,0,0,5,0,0,0,0,1,0,0
1b5i,0,127,0,0,0,59,45,0,0,0,23,0,0,0,17,16,0,0,0,54,0,0,0,23,12,0,0,0,5,0,0,0,0,1,0,0
1b5j,0,141,0,0,0,57,44,0,0,0,25,0,0,0,17,15,0,0,0,63,0,0,0,23,12,0,0,0,6,0,0,0,0,1,0,0
1b6h,0,145,0,0,0,52,40,0,0,0,24,0,0,0,16,13,0,0,0,65,0,0,0,20,11,0,0,0,5,0,0,0,0,1,0,0
1b6j,0,168,0,0,0,30,59,0,0,0,32,0,0,0,10,20,0,0,0,72,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,0
1b6k,0,182,0,0,0,16,35,0,0,0,39,0,0,0,6,11,0,0,0,75,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,158,0,0,0,16,44,0,0,0,26,0,0,0,6,16,0,0,0,58,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,189,0,0,0,16,33,0,0,0,36,0,0,0,7,11,0,0,0,72,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,186,0,0,0,21,38,0,0,0,39,0,0,0,8,16,0,0,0,82,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,147,0,0,0,49,38,0,0,0,31,0,0,0,14,12,0,0,0,64,0,0,0,19,11,0,0,0,6,0,0,0,0,1,0,0
1b8n,0,83,0,0,0,50,43,0,0,0,18,0,0,0,10,11,0,0,0,27,0,0,0,19,11,0,0,0,4,0,0,0,2,2,0,0
1b8o,0,83,0,0,0,35,39,0,0,0,18,0,0,0,8,10,0,0,0,30,0,0,0,12,11,0,0,0,4,0,0,0,1,2,0,0
1b8y,0,171,0,0,0,15,27,0,6,0,53,0,0,0,7,11,0,2,0,46,0,0,0,5,11,0,3,0,0,0,0,0,0,0,0,0
1b9j,0,138,0,0,0,51,38,0,0,0,26,0,0,0,12,12,0,0,0,67,0,0,0,20,12,0,0,0,4,0,0,0,0,1,0,0
1bai,0,157,0,0,0,38,70,0,0,0,25,0,0,0,11,20,0,0,0,78,0,0,0,21,24,0,0,0,0,0,0,0,0,0,0,0
1bap,0,41,0,0,0,0,45,0,0,0,21,0,0,0,0,15,0,0,0,12,0,0,0,0,18,0,0,0,2,0,0,0,0,4,0,0
1bbz,0,183,0,0,0,27,32,0,0,0,22,0,0,0,4,6,0,0,0,41,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0
1bcd,0,13,0,44,0,11,18,0,8,0,3,0,7,0,5,7,0,5,0,1,0,2,0,3,5,0,2,0,0,0,0,0,0,0,0,0
1bcj,0,48,0,0,0,3,32,0,0,0,17,0,0,0,2,12,0,0,0,17,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,78,0,0,0,20,0,0,0,0,28,0,0,0,10,0,0,0,0,40,0,0,0,9,0,0,0,0,5,0,0,0,2,0,0,0
1bdl,0,105,0,0,0,13,26,0,0,0,32,0,0,0,6,6,0,0,0,51,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0
1bdq,0,183,0,0,0,19,22,0,0,0,40,0,0,0,7,7,0,0,0,68,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,187,0,0,0,18,23,0,0,0,35,0,0,0,7,7,0,0,0,75,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,93,12,0,0,0,44,0,0,0,19,1,0,0,0,6,0,0,0,29,0,0,0,0,11,0,0,0,7,0,0,0,0,2,0,0
1bhf,0,132,0,0,0,10,45,0,0,0,45,0,0,0,3,19,0,0,0,43,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0
1bhx,0,131,0,0,0,41,13,0,18,0,25,0,0,0,17,4,0,2,0,37,0,0,0,19,6,0,2,0,0,0,0,0,2,0,0,0
1bju,0,88,3,0,0,35,5,0,0,0,36,0,0,0,13,3,0,0,0,44,2,0,0,20,3,0,0,0,3,0,0,0,1,0,0,0
1bjv,0,94,0,0,0,36,6,0,0,0,34,0,0,0,13,3,0,0,0,52,0,0,0,21,4,0,0,0,4,0,0,0,1,0,0,0
1bkj,0,131,0,0,0,22,67,9,0,0,42,0,0,0,9,36,4,0,0,42,0,0,0,8,20,1,0,0,2,0,0,0,0,2,0,0
1bky,0,60,0,0,0,38,16,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
1bm7,0,106,0,38,0,5,11,0,0,0,18,0,10,0,0,4,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bma,0,154,0,36,0,20,20,0,0,0,46,0,14,0,8,6,0,0,0,53,0,13,0,8,5,0,0,0,4,0,0,0,0,0,0,0
1bmm,0,137,0,0,0,38,22,0,3,0,28,0,0,0,18,7,0,1,0,47,0,0,0,18,9,0,1,0,1,0,0,0,2,0,0,0
1bmn,0,167,0,0,0,41,17,0,3,0,37,0,0,0,17,7,0,0,0,45,0,0,0,20,9,0,1,0,2,0,0,0,4,0,0,0
1bn1,0,61,0,0,0,14,41,0,24,0,9,0,0,0,7,11,0,8,0,9,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0
1bn3,0,68,0,0,0,16,45,0,24,0,6,0,0,0,6,11,0,8,0,12,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0
1bn4,0,68,0,0,0,15,44,0,23,0,7,0,0,0,7,11,0,8,0,8,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0
1bnm,0,66,0,0,0,15,50,0,27,0,10,0,0,0,6,9,0,7,0,12,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0
1bnn,0,66,0,0,0,16,46,0,22,0,6,0,0,0,6,11,0,8,0,14,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0
1bnq,0,59,0,0,0,18,44,0,26,0,10,0,0,0,5,9,0,6,0,13,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0
1bnt,0,61,0,0,0,15,46,0,26,0,9,0,0,0,6,11,0,8,0,9,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0
1bnu,0,46,0,0,0,13,45,0,35,0,9,0,0,0,5,12,0,9,0,7,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0
1bnv,0,57,0,0,0,21,49,0,26,0,11,0,0,0,8,10,0,7,0,8,0,0,0,6,4,0,3,0,0,0,0,0,0,0,0,0
1bnw,0,42,0,0,0,17,37,0,33,0,7,0,0,0,7,12,0,8,0,8,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0
1bp0,0,30,0,0,0,8,55,10,0,0,22,0,0,0,4,38,6,0,0,13,0,0,0,3,14,1,0,0,9,0,0,0,2,4,0,0
1bq3,0,5,0,0,0,0,87,23,0,0,9,0,0,0,0,52,14,0,0,1,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,0
1bq4,0,20,0,0,0,0,41,0,0,0,44,0,0,0,0,42,0,0,0,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
1br6,0,115,0,0,0,75,21,0,0,0,24,0,0,0,12,7,0,0,0,21,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0
1br8,0,396,0,0,0,74,205,0,0,0,71,0,0,0,24,45,0,0,0,121,0,0,0,31,59,0,0,0,1,0,0,0,0,1,0,0
1bsk,0,104,0,0,0,11,64,12,0,0,41,0,0,0,4,26,6,0,0,26,0,0,0,1,22,4,0,0,3,0,0,0,0,2,1,0
1bt6,0,167,0,0,0,17,53,0,0,0,13,0,0,0,2,10,0,0,0,60,0,0,0,11,21,0,0,0,18,0,0,0,1,2,0,0
1btn,0,19,0,0,0,0,50,12,0,0,7,0,0,0,0,25,6,0,0,7,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0
1bty,0,59,0,0,0,23,0,0,0,0,28,0,0,0,10,0,0,0,0,36,0,0,0,13,0,0,0,0,3,0,0,0,1,0,0,0
1bux,0,66,0,0,0,37,53,8,2,0,7,0,0,0,0,23,3,1,0,2,0,0,0,1,14,3,1,0,0,0,0,0,0,0,0,0
1bv7,0,276,0,0,0,37,57,0,12,0,41,0,0,0,9,10,0,3,0,76,0,0,0,6,19,0,5,0,0,0,0,0,0,0,0,0
1bv9,0,259,0,0,0,36,55,0,12,0,49,0,0,0,7,10,0,1,0,87,0,0,0,8,20,0,5,0,0,0,0,0,0,0,0,0
1bwa,0,242,0,0,0,33,56,0,12,0,47,0,0,0,8,10,0,4,0,81,0,0,0,6,20,0,6,0,0,0,0,0,0,0,0,0
1bwb,0,275,0,0,0,40,52,0,0,0,56,0,0,0,8,10,0,0,0,97,0,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0
1bwn,0,25,0,0,0,0,131,35,0,0,9,0,0,0,0,50,11,0,0,9,0,0,0,0,31,4,0,0,0,0,0,0,0,0,0,0
1bxo,0,172,0,0,0,18,55,8,0,0,14,0,0,0,3,16,1,0,0,77,0,0,0,14,33,7,0,0,0,0,0,0,0,0,0,0
1bxq,0,170,0,0,0,21,56,8,0,0,20,0,0,0,3,16,1,0,0,74,0,0,0,14,35,7,0,0,0,0,0,0,0,0,0,0
1bxr,0,87,0,0,0,69,97,24,0,0,19,0,0,0,13,51,18,0,0,15,0,0,0,10,41,8,0,0,3,0,0,0,2,3,0,0
