PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1a30,0,1375,0,0,0,270,737,0,0,0,400,0,0,0,74,210,0,0,0,435,0,0,0,77,235,0,0,0,0,0,0,0,0,0,0,0
1a3e,0,2199,0,0,0,311,608,0,0,0,613,0,0,0,83,167,0,0,0,572,0,0,0,78,154,0,0,0,28,0,0,0,5,6,0,0
1a42,0,1132,0,0,0,322,542,0,362,0,279,0,0,0,90,159,0,101,0,236,0,0,0,77,134,0,85,0,7,0,0,0,1,3,0,2
1a4h,0,2260,0,0,0,201,718,0,0,0,603,0,0,0,52,194,0,0,0,688,0,0,0,61,230,0,0,0,28,0,0,0,2,9,0,0
1a4k,0,1908,0,0,0,261,446,0,0,0,574,0,0,0,77,138,0,0,0,529,0,0,0,74,123,0,0,0,0,0,0,0,0,1,0,0
1a4r,0,801,0,0,0,511,829,175,0,0,200,0,0,0,132,217,43,0,0,232,0,0,0,159,232,51,0,0,15,0,0,0,8,14,3,0
1a4w,0,2334,0,0,0,685,290,0,120,0,603,0,0,0,176,70,0,26,0,673,0,0,0,202,89,0,34,0,50,0,0,0,15,8,0,6
1a50,0,1431,0,135,0,134,512,135,0,0,337,0,32,0,33,134,34,0,0,404,0,38,0,36,150,39,0,0,0,0,0,0,0,1,0,0
1a52,0,2258,0,0,0,0,246,0,0,0,474,0,0,0,0,54,0,0,0,495,0,0,0,0,56,0,0,0,82,0,0,0,0,7,0,0
1a5h,0,2030,0,0,0,440,83,0,0,0,555,0,0,0,107,23,0,0,0,628,0,0,0,123,29,0,0,0,56,0,0,0,7,3,0,0
1a69,0,1116,0,0,0,439,561,0,0,0,370,0,0,0,138,186,0,0,0,327,0,0,0,120,173,0,0,0,42,0,0,0,18,19,0,0
1a8i,0,858,0,0,0,218,769,0,0,0,282,0,0,0,75,246,0,0,0,293,0,0,0,72,264,0,0,0,5,0,0,0,0,3,0,0
1a8t,0,1933,0,0,0,561,151,0,0,0,639,0,0,0,182,49,0,0,0,579,0,0,0,144,53,0,0,0,21,0,0,0,9,1,0,0
1a94,0,3263,0,0,0,808,782,0,0,0,949,0,0,0,232,212,0,0,0,1026,0,0,0,238,232,0,0,0,1,0,0,0,1,2,0,0
1a99,0,587,0,0,0,284,0,0,0,0,125,0,0,0,58,0,0,0,0,171,0,0,0,79,0,0,0,0,4,0,0,0,2,0,0,0
1a9m,0,2615,0,0,0,637,586,0,0,0,787,0,0,0,195,171,0,0,0,762,0,0,0,174,165,0,0,0,0,0,0,0,0,1,0,0
1a9q,0,611,0,0,0,504,120,0,0,0,162,0,0,0,127,29,0,0,0,181,0,0,0,144,35,0,0,0,9,0,0,0,8,2,0,0
1aaq,0,2534,0,0,0,470,622,0,0,0,692,0,0,0,125,163,0,0,0,813,0,0,0,139,179,0,0,0,1,0,0,0,0,1,0,0
1abf,0,764,0,0,0,0,626,0,0,0,209,0,0,0,0,176,0,0,0,225,0,0,0,0,193,0,0,0,21,0,0,0,0,17,0,0
1add,0,1381,0,0,0,515,502,0,0,0,379,0,0,0,153,128,0,0,0,375,0,0,0,136,127,0,0,0,36,0,0,0,11,12,0,0
1adl,0,2028,0,0,0,0,226,0,0,0,535,0,0,0,0,58,0,0,0,600,0,0,0,0,62,0,0,0,41,0,0,0,0,5,0,0
1ado,0,240,0,0,0,0,592,114,0,0,93,0,0,0,0,195,34,0,0,77,0,0,0,0,186,33,0,0,0,0,0,0,0,2,0,0
1af2,0,1246,0,0,0,288,820,0,0,0,311,0,0,0,80,214,0,0,0,338,0,0,0,77,224,0,0,0,24,0,0,0,5,19,0,0
1afk,0,616,0,0,0,331,769,185,0,0,221,0,0,0,124,262,60,0,0,205,0,0,0,119,214,49,0,0,18,0,0,0,13,5,0,0
1afl,0,632,0,0,0,336,810,186,0,0,218,0,0,0,123,276,65,0,0,210,0,0,0,122,231,50,0,0,19,0,0,0,13,8,0,0
1ag9,0,1682,0,0,0,475,975,100,0,0,393,0,0,0,115,268,26,0,0,539,0,0,0,149,322,35,0,0,21,0,0,0,7,17,2,0
1agm,0,2247,0,0,0,130,1397,0,0,0,500,0,0,0,24,321,0,0,0,563,0,0,0,25,375,0,0,0,2,0,0,0,0,2,0,0
1ahx,0,1042,0,0,0,0,243,0,0,0,276,0,0,0,0,57,0,0,0,262,0,0,0,0,54,0,0,0,4,0,0,0,0,2,0,0
1ahy,0,471,0,0,0,0,481,0,0,0,117,0,0,0,0,126,0,0,0,113,0,0,0,0,117,0,0,0,4,0,0,0,0,2,0,0
1ai4,0,956,0,0,0,0,468,0,0,0,221,0,0,0,0,118,0,0,0,256,0,0,0,0,130,0,0,0,8,0,0,0,0,5,0,0
1ai5,0,933,0,0,0,132,458,0,0,0,204,0,0,0,30,116,0,0,0,261,0,0,0,34,143,0,0,0,8,0,0,0,2,6,0,0
1ai6,0,1048,0,0,0,0,364,0,0,0,263,0,0,0,0,99,0,0,0,265,0,0,0,0,103,0,0,0,9,0,0,0,0,3,0,0
1ai7,0,821,0,0,0,0,144,0,0,0,196,0,0,0,0,31,0,0,0,216,0,0,0,0,37,0,0,0,8,0,0,0,0,1,0,0
1aid,0,1854,97,83,0,65,82,0,157,0,477,23,23,0,15,21,0,39,0,551,25,24,0,19,24,0,49,0,1,0,0,0,0,0,0,0
1aj6,0,1640,0,0,0,144,692,0,0,0,514,0,0,0,41,209,0,0,0,491,0,0,0,40,205,0,0,0,10,0,0,0,2,5,0,0
1aj7,0,1289,0,0,0,156,772,117,0,0,320,0,0,0,40,198,30,0,0,280,0,0,0,30,175,26,0,0,2,0,0,0,0,3,0,0
1ajn,0,947,0,0,0,139,466,0,0,0,226,0,0,0,30,115,0,0,0,252,0,0,0,35,137,0,0,0,8,0,0,0,1,5,0,0
1ajp,0,977,0,0,0,0,454,0,0,0,225,0,0,0,0,119,0,0,0,260,0,0,0,0,131,0,0,0,8,0,0,0,0,5,0,0
1ajq,0,787,0,0,0,0,220,0,140,0,198,0,0,0,0,66,0,31,0,194,0,0,0,0,63,0,36,0,7,0,0,0,0,2,0,1
1ajv,0,3251,0,0,0,217,647,0,107,0,917,0,0,0,61,179,0,28,0,1016,0,0,0,67,193,0,27,0,0,0,0,0,0,0,0,0
1ajx,0,3239,0,0,0,213,512,0,0,0,901,0,0,0,59,141,0,0,0,1028,0,0,0,54,162,0,0,0,0,0,0,0,0,0,0,0
1akq,0,1272,0,0,0,373,847,88,0,0,350,0,0,0,100,247,29,0,0,426,0,0,0,119,282,32,0,0,18,0,0,0,6,19,3,0
1akr,0,1209,0,0,0,345,829,89,0,0,317,0,0,0,91,235,29,0,0,420,0,0,0,113,286,33,0,0,18,0,0,0,6,19,3,0
1akt,0,1258,0,0,0,358,840,94,0,0,339,0,0,0,96,247,29,0,0,447,0,0,0,122,294,34,0,0,19,0,0,0,6,19,3,0
1aku,0,1285,0,0,0,391,838,90,0,0,355,0,0,0,102,246,29,0,0,444,0,0,0,124,286,33,0,0,20,0,0,0,6,19,3,0
1akv,0,1320,0,0,0,396,858,96,0,0,367,0,0,0,104,255,30,0,0,456,0,0,0,128,297,33,0,0,20,0,0,0,6,19,3,0
1akw,0,1237,0,0,0,356,828,88,0,0,315,0,0,0,90,232,28,0,0,422,0,0,0,115,283,33,0,0,18,0,0,0,6,19,3,0
1al7,0,1443,0,0,0,324,217,0,105,0,364,0,0,0,95,64,0,22,0,385,0,0,0,92,63,0,26,0,19,0,0,0,3,3,0,2
1al8,0,1275,0,0,0,99,279,0,0,0,300,0,0,0,27,82,0,0,0,281,0,0,0,26,83,0,0,0,29,0,0,0,1,3,0,0
1alw,0,878,0,0,0,0,151,0,48,0,228,0,0,0,0,40,0,17,0,168,0,0,0,0,26,0,9,0,0,0,0,0,0,0,0,0
1amk,0,241,0,0,0,0,672,108,0,0,66,0,0,0,0,194,29,0,0,74,0,0,0,0,224,36,0,0,2,0,0,0,0,3,0,0
1amw,0,994,0,0,0,584,804,162,0,0,254,0,0,0,148,212,46,0,0,307,0,0,0,180,250,51,0,0,10,0,0,0,5,8,2,0
1anf,0,1378,0,0,0,0,1275,0,0,0,331,0,0,0,0,306,0,0,0,330,0,0,0,0,300,0,0,0,18,0,0,0,0,14,0,0
1ao0,0,987,0,0,0,515,820,144,0,0,326,0,0,0,167,230,36,0,0,304,0,0,0,150,263,44,0,0,7,0,0,0,5,2,0,0
1apb,0,754,0,0,0,0,612,0,0,0,206,0,0,0,0,180,0,0,0,221,0,0,0,0,188,0,0,0,21,0,0,0,0,17,0,0
1apv,0,2032,0,189,0,327,506,0,0,0,491,0,46,0,71,112,0,0,0,802,0,66,0,131,187,0,0,0,0,0,0,0,0,0,0,0
1apw,0,2027,0,184,0,326,397,0,0,0,490,0,46,0,75,85,0,0,0,801,0,67,0,132,149,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,3326,0,0,0,727,962,0,0,0,872,0,0,0,190,262,0,0,0,813,0,0,0,166,243,0,0,0,0,0,0,0,0,0,0,0
1aqi,0,1178,0,0,0,594,358,0,80,0,254,0,0,0,109,83,0,18,0,305,0,0,0,141,101,0,24,0,9,0,0,0,3,3,0,1
1aqj,0,1321,0,0,0,713,371,0,0,0,280,0,0,0,139,85,0,0,0,342,0,0,0,167,101,0,0,0,11,0,0,0,4,3,0,0
1at5,0,1270,0,0,0,173,833,0,0,0,358,0,0,0,50,239,0,0,0,314,0,0,0,38,219,0,0,0,9,0,0,0,2,7,0,0
1at6,0,1353,0,0,0,184,893,0,0,0,420,0,0,0,58,277,0,0,0,337,0,0,0,41,237,0,0,0,11,0,0,0,1,9,0,0
1atl,0,1453,0,0,0,80,385,0,60,0,435,0,0,0,25,114,0,21,0,432,0,0,0,24,113,0,20,0,14,0,0,0,1,3,0,0
1atr,0,1005,0,0,0,484,1025,218,0,0,314,0,0,0,155,329,65,0,0,349,0,0,0,161,401,84,0,0,1,0,0,0,2,5,1,0
1avn,0,399,0,0,0,238,0,0,0,0,115,0,0,0,76,0,0,0,0,86,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0
1avp,0,2900,0,0,0,1022,705,0,33,0,765,0,0,0,253,188,0,8,0,1002,0,0,0,347,236,0,11,0,61,0,0,0,21,17,0,1
1awi,0,3037,0,0,0,607,644,0,0,0,657,0,0,0,131,138,0,0,0,697,0,0,0,132,148,0,0,0,37,0,0,0,10,8,0,0
1ax0,0,695,0,0,0,77,545,0,0,0,170,0,0,0,18,134,0,0,0,207,0,0,0,18,159,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,773,0,0,0,0,699,0,0,0,183,0,0,0,0,168,0,0,0,223,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,821,0,0,0,33,692,0,0,0,197,0,0,0,6,166,0,0,0,229,0,0,0,6,186,0,0,0,0,0,0,0,0,0,0,0
1axr,0,767,0,0,0,327,448,0,0,0,265,0,0,0,112,150,0,0,0,245,0,0,0,116,148,0,0,0,5,0,0,0,0,3,0,0
1axs,0,2655,0,0,0,69,238,0,0,0,622,0,0,0,21,61,0,0,0,685,0,0,0,18,62,0,0,0,1,0,0,0,0,0,0,0
1axz,0,529,0,0,0,0,521,0,0,0,137,0,0,0,0,127,0,0,0,166,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0
1azl,0,1248,0,0,0,351,836,88,0,0,318,0,0,0,92,240,29,0,0,423,0,0,0,114,287,33,0,0,18,0,0,0,6,19,3,0
1azm,0,464,0,0,0,487,389,0,257,0,136,0,0,0,137,123,0,80,0,105,0,0,0,102,103,0,71,0,0,0,0,0,0,0,0,0
1azx,0,1279,0,0,0,0,2216,0,374,0,535,0,0,0,0,837,0,136,0,235,0,0,0,0,493,0,92,0,1,0,0,0,0,9,0,2
1b05,0,1789,0,0,0,605,494,0,122,0,480,0,0,0,155,122,0,34,0,550,0,0,0,183,139,0,38,0,30,0,0,0,10,8,0,1
1b0h,0,3034,0,0,0,592,485,0,0,0,795,0,0,0,154,121,0,0,0,942,0,0,0,180,138,0,0,0,46,0,0,0,10,8,0,0
1b11,0,1894,0,0,0,258,405,0,0,0,578,0,0,0,71,115,0,0,0,595,0,0,0,73,117,0,0,0,32,0,0,0,4,6,0,0
1b1h,0,2637,0,0,0,598,484,0,0,0,703,0,0,0,150,122,0,0,0,806,0,0,0,182,134,0,0,0,32,0,0,0,10,8,0,0
1b2h,0,2048,0,0,0,735,491,0,0,0,539,0,0,0,190,117,0,0,0,631,0,0,0,223,138,0,0,0,31,0,0,0,11,8,0,0
1b32,0,2067,0,0,0,599,491,0,123,0,547,0,0,0,159,120,0,28,0,638,0,0,0,182,141,0,39,0,31,0,0,0,10,8,0,1
1b38,0,1087,0,0,0,604,1363,308,0,0,295,0,0,0,157,344,78,0,0,318,0,0,0,168,414,101,0,0,0,0,0,0,0,0,0,0
1b39,0,1074,0,0,0,592,1367,316,0,0,287,0,0,0,155,366,83,0,0,318,0,0,0,167,420,104,0,0,0,0,0,0,0,0,0,0
1b3f,0,2161,0,0,0,849,495,0,0,0,572,0,0,0,219,121,0,0,0,665,0,0,0,261,136,0,0,0,34,0,0,0,11,8,0,0
1b3g,0,2152,0,0,0,601,491,0,0,0,573,0,0,0,151,118,0,0,0,657,0,0,0,184,134,0,0,0,33,0,0,0,10,8,0,0
1b3h,0,2502,0,0,0,593,484,0,0,0,663,0,0,0,153,122,0,0,0,777,0,0,0,181,137,0,0,0,32,0,0,0,10,8,0,0
1b3l,0,1629,0,0,0,591,477,0,0,0,433,0,0,0,153,117,0,0,0,500,0,0,0,177,135,0,0,0,28,0,0,0,10,8,0,0
1b40,0,2527,0,0,0,593,485,0,0,0,665,0,0,0,157,119,0,0,0,795,0,0,0,187,139,0,0,0,35,0,0,0,10,8,0,0
1b42,0,559,0,0,0,461,0,0,0,0,153,0,0,0,126,0,0,0,0,167,0,0,0,137,0,0,0,0,2,0,0,0,3,0,0,0
1b46,0,2056,0,0,0,594,490,0,0,0,542,0,0,0,157,121,0,0,0,627,0,0,0,182,142,0,0,0,33,0,0,0,10,8,0,0
1b4d,0,1010,0,0,0,228,893,0,0,0,325,0,0,0,74,296,0,0,0,341,0,0,0,71,306,0,0,0,5,0,0,0,0,3,0,0
1b4h,0,1923,0,0,0,729,491,0,0,0,508,0,0,0,185,121,0,0,0,594,0,0,0,219,137,0,0,0,31,0,0,0,11,8,0,0
1b4z,0,1938,0,0,0,601,743,0,0,0,511,0,0,0,156,186,0,0,0,596,0,0,0,182,216,0,0,0,31,0,0,0,10,10,0,0
1b51,0,1791,0,0,0,604,613,0,0,0,472,0,0,0,150,149,0,0,0,550,0,0,0,183,176,0,0,0,30,0,0,0,10,9,0,0
1b52,0,1886,0,0,0,597,598,0,0,0,496,0,0,0,149,146,0,0,0,582,0,0,0,180,169,0,0,0,31,0,0,0,10,9,0,0
1b55,0,484,0,0,0,0,1343,292,0,0,156,0,0,0,0,436,96,0,0,129,0,0,0,0,397,89,0,0,0,0,0,0,0,0,0,0
1b56,0,1668,0,0,0,0,231,0,0,0,445,0,0,0,0,61,0,0,0,449,0,0,0,0,58,0,0,0,53,0,0,0,0,7,0,0
1b57,0,251,0,0,0,120,725,119,0,0,82,0,0,0,45,235,39,0,0,92,0,0,0,49,249,39,0,0,4,0,0,0,1,6,1,0
1b58,0,2467,0,0,0,583,595,0,0,0,654,0,0,0,151,149,0,0,0,767,0,0,0,178,174,0,0,0,35,0,0,0,10,9,0,0
1b5h,0,1809,0,0,0,731,494,0,0,0,478,0,0,0,188,119,0,0,0,554,0,0,0,222,138,0,0,0,30,0,0,0,11,8,0,0
1b5i,0,1909,0,0,0,729,612,0,0,0,507,0,0,0,180,152,0,0,0,586,0,0,0,223,174,0,0,0,31,0,0,0,11,9,0,0
1b5j,0,2059,0,0,0,722,619,0,0,0,531,0,0,0,187,151,0,0,0,635,0,0,0,223,179,0,0,0,32,0,0,0,11,9,0,0
1b6h,0,2057,0,0,0,609,493,0,0,0,542,0,0,0,155,121,0,0,0,623,0,0,0,180,136,0,0,0,32,0,0,0,10,8,0,0
1b6j,0,3077,0,0,0,630,724,0,0,0,871,0,0,0,182,198,0,0,0,979,0,0,0,191,211,0,0,0,0,0,0,0,0,1,0,0
1b6k,0,3233,0,0,0,482,600,0,0,0,928,0,0,0,134,168,0,0,0,1007,0,0,0,144,170,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,2632,0,0,0,493,552,0,0,0,754,0,0,0,142,160,0,0,0,856,0,0,0,153,175,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,3005,0,0,0,390,562,0,0,0,858,0,0,0,116,159,0,0,0,959,0,0,0,120,167,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,3211,0,0,0,481,618,0,0,0,916,0,0,0,136,167,0,0,0,1026,0,0,0,147,170,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,2180,0,0,0,600,494,0,0,0,584,0,0,0,159,119,0,0,0,672,0,0,0,188,138,0,0,0,31,0,0,0,10,8,0,0
1b8n,0,1349,0,0,0,615,467,0,0,0,397,0,0,0,163,138,0,0,0,393,0,0,0,178,140,0,0,0,15,0,0,0,8,7,0,0
1b8o,0,1351,0,0,0,493,468,0,0,0,390,0,0,0,135,137,0,0,0,392,0,0,0,146,141,0,0,0,15,0,0,0,6,7,0,0
1b8y,0,2101,0,0,0,211,391,0,94,0,527,0,0,0,54,105,0,23,0,510,0,0,0,54,99,0,26,0,17,0,0,0,1,2,0,0
1b9j,0,2161,0,0,0,593,489,0,0,0,570,0,0,0,155,118,0,0,0,668,0,0,0,182,139,0,0,0,33,0,0,0,10,8,0,0
1bai,0,3223,0,0,0,781,810,0,0,0,992,0,0,0,240,228,0,0,0,1011,0,0,0,231,243,0,0,0,0,0,0,0,0,0,0,0
1bap,0,623,0,0,0,0,621,0,0,0,176,0,0,0,0,172,0,0,0,185,0,0,0,0,191,0,0,0,17,0,0,0,0,17,0,0
1bbz,0,2141,0,0,0,444,568,0,0,0,514,0,0,0,108,144,0,0,0,603,0,0,0,124,162,0,0,0,4,0,0,0,0,0,0,0
1bcd,0,135,0,402,0,137,248,0,135,0,43,0,122,0,43,71,0,37,0,38,0,109,0,37,60,0,32,0,1,0,3,0,0,2,0,1
1bcj,0,551,0,0,0,73,413,0,0,0,168,0,0,0,23,119,0,0,0,172,0,0,0,20,132,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,1142,0,0,0,263,0,0,0,0,330,0,0,0,77,0,0,0,0,390,0,0,0,82,0,0,0,0,39,0,0,0,7,0,0,0
1bdl,0,2090,0,0,0,341,278,0,0,0,584,0,0,0,97,78,0,0,0,646,0,0,0,101,88,0,0,0,6,0,0,0,0,1,0,0
1bdq,0,2839,0,0,0,386,411,0,0,0,786,0,0,0,110,115,0,0,0,886,0,0,0,111,131,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,2850,0,0,0,384,412,0,0,0,818,0,0,0,111,115,0,0,0,931,0,0,0,113,126,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,1709,121,0,0,0,613,0,0,0,455,29,0,0,0,152,0,0,0,572,34,0,0,0,186,0,0,0,18,1,0,0,0,6,0,0
1bhf,0,1604,0,0,0,188,588,0,0,0,512,0,0,0,55,191,0,0,0,464,0,0,0,47,180,0,0,0,12,0,0,0,3,4,0,0
1bhx,0,1723,0,0,0,611,284,0,157,0,423,0,0,0,160,68,0,41,0,494,0,0,0,179,80,0,44,0,35,0,0,0,15,7,0,2
1bju,0,1141,52,0,0,387,70,0,0,0,329,15,0,0,104,22,0,0,0,407,18,0,0,130,29,0,0,0,37,1,0,0,14,4,0,0
1bjv,0,1402,0,0,0,392,124,0,0,0,399,0,0,0,112,39,0,0,0,489,0,0,0,129,49,0,0,0,42,0,0,0,14,5,0,0
1bkj,0,1622,0,0,0,357,797,104,0,0,520,0,0,0,113,262,33,0,0,478,0,0,0,98,241,30,0,0,23,0,0,0,6,12,2,0
1bky,0,463,0,0,0,264,120,0,0,0,127,0,0,0,71,33,0,0,0,136,0,0,0,81,32,0,0,0,1,0,0,0,0,1,0,0
1bm7,0,1560,0,358,0,114,201,0,0,0,400,0,88,0,30,47,0,0,0,479,0,112,0,42,63,0,0,0,10,0,0,0,0,4,0,0
1bma,0,1914,0,331,0,292,220,0,0,0,536,0,94,0,78,68,0,0,0,575,0,112,0,81,69,0,0,0,51,0,12,0,9,7,0,0
1bmm,0,1982,0,0,0,592,348,0,57,0,455,0,0,0,144,86,0,9,0,563,0,0,0,183,105,0,15,0,38,0,0,0,13,10,0,1
1bmn,0,2299,0,0,0,583,376,0,67,0,587,0,0,0,148,99,0,17,0,622,0,0,0,183,101,0,15,0,47,0,0,0,15,9,0,1
1bn1,0,997,0,0,0,219,469,0,363,0,230,0,0,0,66,138,0,97,0,203,0,0,0,53,119,0,86,0,6,0,0,0,0,1,0,0
1bn3,0,1118,0,0,0,222,543,0,362,0,251,0,0,0,64,156,0,99,0,224,0,0,0,56,136,0,88,0,7,0,0,0,1,2,0,2
1bn4,0,1010,0,0,0,218,523,0,363,0,232,0,0,0,65,147,0,96,0,201,0,0,0,53,134,0,84,0,7,0,0,0,0,2,0,0
1bnm,0,1212,0,0,0,311,532,0,359,0,292,0,0,0,93,159,0,100,0,244,0,0,0,79,133,0,86,0,7,0,0,0,1,3,0,2
1bnn,0,1134,0,0,0,219,550,0,365,0,256,0,0,0,63,156,0,97,0,220,0,0,0,54,136,0,84,0,6,0,0,0,1,2,0,1
1bnq,0,1066,0,0,0,322,540,0,361,0,263,0,0,0,91,152,0,102,0,222,0,0,0,79,133,0,86,0,6,0,0,0,1,3,0,2
1bnt,0,1113,0,0,0,223,619,0,361,0,262,0,0,0,62,175,0,99,0,216,0,0,0,55,154,0,85,0,6,0,0,0,1,2,0,2
1bnu,0,1006,0,0,0,223,566,0,446,0,244,0,0,0,66,172,0,124,0,206,0,0,0,55,144,0,96,0,6,0,0,0,1,2,0,3
1bnv,0,1229,0,0,0,316,539,0,362,0,302,0,0,0,87,163,0,100,0,255,0,0,0,73,135,0,84,0,5,0,0,0,0,2,0,2
1bnw,0,800,0,0,0,227,453,0,428,0,189,0,0,0,60,133,0,114,0,169,0,0,0,54,120,0,96,0,5,0,0,0,1,1,0,2
1bp0,0,872,0,0,0,204,765,87,0,0,291,0,0,0,64,255,31,0,0,229,0,0,0,55,207,25,0,0,9,0,0,0,2,8,1,0
1bq3,0,394,0,0,0,0,1711,426,0,0,179,0,0,0,0,676,170,0,0,117,0,0,0,0,515,133,0,0,0,0,0,0,0,0,0,0
1bq4,0,924,0,0,0,0,950,0,0,0,399,0,0,0,0,399,0,0,0,253,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0
1br6,0,1394,0,0,0,685,261,0,0,0,398,0,0,0,179,78,0,0,0,426,0,0,0,191,82,0,0,0,0,0,0,0,0,0,0,0
1br8,0,5682,0,0,0,1504,2143,0,0,0,1158,0,0,0,329,466,0,0,0,1310,0,0,0,334,500,0,0,0,26,0,0,0,8,10,0,0
1bsk,0,1499,0,0,0,219,751,118,0,0,462,0,0,0,62,220,37,0,0,411,0,0,0,61,201,30,0,0,36,0,0,0,5,18,3,0
1bt6,0,2804,0,0,0,640,808,0,0,0,625,0,0,0,149,181,0,0,0,749,0,0,0,176,214,0,0,0,125,0,0,0,26,34,0,0
1btn,0,276,0,0,0,0,673,139,0,0,97,0,0,0,0,219,45,0,0,75,0,0,0,0,162,32,0,0,0,0,0,0,0,0,0,0
1bty,0,719,0,0,0,235,0,0,0,0,200,0,0,0,67,0,0,0,0,248,0,0,0,74,0,0,0,0,21,0,0,0,6,0,0,0
1bux,0,775,0,0,0,342,933,154,40,0,274,0,0,0,110,323,51,13,0,178,0,0,0,86,214,37,6,0,0,0,0,0,0,0,0,0
1bv7,0,3863,0,0,0,531,493,0,141,0,1043,0,0,0,136,138,0,43,0,1177,0,0,0,136,153,0,35,0,2,0,0,0,2,0,0,0
1bv9,0,3796,0,0,0,517,484,0,141,0,1078,0,0,0,147,145,0,41,0,1203,0,0,0,141,159,0,35,0,2,0,0,0,1,0,0,0
1bwa,0,3757,0,0,0,511,480,0,132,0,1080,0,0,0,140,143,0,40,0,1212,0,0,0,142,158,0,34,0,2,0,0,0,2,0,0,0
1bwb,0,4107,0,0,0,644,479,0,0,0,1164,0,0,0,177,143,0,0,0,1318,0,0,0,178,158,0,0,0,8,0,0,0,1,0,0,0
1bwn,0,468,0,0,0,0,1324,290,0,0,153,0,0,0,0,432,98,0,0,130,0,0,0,0,385,85,0,0,0,0,0,0,0,0,0,0
1bxo,0,2583,0,0,0,320,758,99,0,0,603,0,0,0,72,160,25,0,0,971,0,0,0,132,286,37,0,0,0,0,0,0,0,0,0,0
