PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1a69,0,3367,0,0,0,1320,1656,0,0,0,953,0,0,0,378,467,0,0,0,977,0,0,0,380,491,0,0,0,83,0,0,0,26,43,0,0
1a8i,0,2639,0,0,0,662,2329,0,0,0,798,0,0,0,193,700,0,0,0,864,0,0,0,205,734,0,0,0,20,0,0,0,3,17,0,0
1a8t,0,5046,0,0,0,1460,379,0,0,0,1480,0,0,0,426,115,0,0,0,1545,0,0,0,448,121,0,0,0,63,0,0,0,16,4,0,0
1a94,0,9335,0,0,0,2332,2174,0,0,0,2487,0,0,0,631,593,0,0,0,2791,0,0,0,678,622,0,0,0,24,0,0,0,8,7,0,0
1a99,0,1481,0,0,0,716,0,0,0,0,330,0,0,0,168,0,0,0,0,382,0,0,0,197,0,0,0,0,8,0,0,0,3,0,0,0
1a9m,0,7342,0,0,0,1780,1602,0,0,0,2020,0,0,0,501,450,0,0,0,2113,0,0,0,511,450,0,0,0,13,0,0,0,4,7,0,0
1a9q,0,1600,0,0,0,1290,319,0,0,0,433,0,0,0,348,81,0,0,0,434,0,0,0,357,88,0,0,0,29,0,0,0,22,6,0,0
1aaq,0,7042,0,0,0,1251,1693,0,0,0,1900,0,0,0,343,474,0,0,0,2104,0,0,0,371,494,0,0,0,15,0,0,0,3,4,0,0
1abf,0,2113,0,0,0,0,1732,0,0,0,578,0,0,0,0,475,0,0,0,653,0,0,0,0,544,0,0,0,24,0,0,0,0,20,0,0
1add,0,3942,0,0,0,1431,1447,0,0,0,1009,0,0,0,380,339,0,0,0,1067,0,0,0,408,349,0,0,0,66,0,0,0,22,25,0,0
1adl,0,5608,0,0,0,0,654,0,0,0,1550,0,0,0,0,164,0,0,0,1662,0,0,0,0,181,0,0,0,78,0,0,0,0,6,0,0
1ado,0,780,0,0,0,0,1757,307,0,0,232,0,0,0,0,498,83,0,0,258,0,0,0,0,541,89,0,0,3,0,0,0,0,9,1,0
1af2,0,2965,0,0,0,698,2015,0,0,0,797,0,0,0,182,538,0,0,0,879,0,0,0,193,587,0,0,0,42,0,0,0,10,29,0,0
1afk,0,1617,0,0,0,791,2248,545,0,0,490,0,0,0,230,690,159,0,0,471,0,0,0,228,643,156,0,0,42,0,0,0,20,57,15,0
1afl,0,1645,0,0,0,796,2313,563,0,0,484,0,0,0,229,698,161,0,0,475,0,0,0,230,655,156,0,0,41,0,0,0,20,61,16,0
1ag9,0,4104,0,0,0,1077,2346,256,0,0,1002,0,0,0,258,580,60,0,0,1374,0,0,0,366,727,73,0,0,63,0,0,0,16,32,4,0
1agm,0,6074,0,0,0,325,3902,0,0,0,1565,0,0,0,84,1006,0,0,0,1823,0,0,0,103,1173,0,0,0,13,0,0,0,1,7,0,0
1ahx,0,2947,0,0,0,0,652,0,0,0,862,0,0,0,0,186,0,0,0,822,0,0,0,0,180,0,0,0,16,0,0,0,0,5,0,0
1ahy,0,1338,0,0,0,0,1304,0,0,0,395,0,0,0,0,379,0,0,0,374,0,0,0,0,367,0,0,0,7,0,0,0,0,7,0,0
1ai4,0,2754,0,0,0,0,1379,0,0,0,697,0,0,0,0,345,0,0,0,798,0,0,0,0,399,0,0,0,18,0,0,0,0,10,0,0
1ai5,0,2774,0,0,0,365,1375,0,0,0,694,0,0,0,90,340,0,0,0,804,0,0,0,106,398,0,0,0,18,0,0,0,3,10,0,0
1ai6,0,2855,0,0,0,0,1063,0,0,0,732,0,0,0,0,273,0,0,0,829,0,0,0,0,310,0,0,0,21,0,0,0,0,8,0,0
1ai7,0,2168,0,0,0,0,381,0,0,0,554,0,0,0,0,98,0,0,0,627,0,0,0,0,111,0,0,0,17,0,0,0,0,4,0,0
1aid,0,4988,196,196,0,223,240,0,461,0,1382,50,53,0,63,63,0,128,0,1494,59,59,0,70,70,0,135,0,21,2,1,0,0,0,0,2
1aj6,0,4892,0,0,0,361,1910,0,0,0,1441,0,0,0,103,561,0,0,0,1541,0,0,0,111,607,0,0,0,43,0,0,0,3,18,0,0
1aj7,0,3104,0,0,0,371,1955,279,0,0,747,0,0,0,86,473,70,0,0,781,0,0,0,86,492,74,0,0,33,0,0,0,6,19,1,0
1ajn,0,2756,0,0,0,364,1384,0,0,0,693,0,0,0,93,348,0,0,0,802,0,0,0,107,411,0,0,0,18,0,0,0,3,10,0,0
1ajp,0,2807,0,0,0,0,1379,0,0,0,715,0,0,0,0,343,0,0,0,819,0,0,0,0,392,0,0,0,20,0,0,0,0,8,0,0
1ajq,0,2143,0,0,0,0,678,0,353,0,547,0,0,0,0,172,0,93,0,624,0,0,0,0,196,0,103,0,16,0,0,0,0,4,0,2
1ajv,0,8722,0,0,0,599,1744,0,288,0,2283,0,0,0,159,472,0,78,0,2540,0,0,0,172,496,0,83,0,15,0,0,0,0,6,0,0
1ajx,0,8841,0,0,0,588,1428,0,0,0,2328,0,0,0,155,387,0,0,0,2605,0,0,0,171,414,0,0,0,19,0,0,0,0,6,0,0
1akq,0,2859,0,0,0,696,1887,234,0,0,766,0,0,0,187,487,56,0,0,996,0,0,0,249,609,71,0,0,48,0,0,0,12,27,3,0
1akr,0,2784,0,0,0,685,1873,228,0,0,754,0,0,0,186,484,56,0,0,994,0,0,0,250,624,75,0,0,49,0,0,0,12,27,3,0
1akt,0,2856,0,0,0,696,1903,233,0,0,782,0,0,0,190,492,56,0,0,1026,0,0,0,255,627,75,0,0,50,0,0,0,12,27,3,0
1aku,0,2899,0,0,0,697,1883,231,0,0,786,0,0,0,189,488,56,0,0,996,0,0,0,254,612,72,0,0,50,0,0,0,12,27,3,0
1akv,0,2937,0,0,0,722,1924,237,0,0,792,0,0,0,195,496,57,0,0,1022,0,0,0,256,625,75,0,0,50,0,0,0,12,27,3,0
1akw,0,2818,0,0,0,686,1859,228,0,0,746,0,0,0,184,470,56,0,0,988,0,0,0,249,612,74,0,0,48,0,0,0,12,27,3,0
1al7,0,4144,0,0,0,964,629,0,324,0,1122,0,0,0,245,175,0,88,0,1106,0,0,0,267,176,0,91,0,33,0,0,0,6,5,0,3
1al8,0,3645,0,0,0,289,855,0,0,0,942,0,0,0,80,236,0,0,0,963,0,0,0,80,239,0,0,0,37,0,0,0,2,7,0,0
1alw,0,2156,0,0,0,0,428,0,166,0,492,0,0,0,0,105,0,42,0,469,0,0,0,0,89,0,37,0,10,0,0,0,0,0,0,0
1amk,0,644,0,0,0,0,1779,277,0,0,166,0,0,0,0,460,71,0,0,178,0,0,0,0,494,80,0,0,3,0,0,0,0,7,1,0
1amw,0,2858,0,0,0,1550,2499,508,0,0,692,0,0,0,383,602,119,0,0,835,0,0,0,438,693,135,0,0,15,0,0,0,7,17,3,0
1anf,0,4011,0,0,0,0,3637,0,0,0,963,0,0,0,0,880,0,0,0,973,0,0,0,0,887,0,0,0,23,0,0,0,0,18,0,0
1ao0,0,2955,0,0,0,1505,2699,519,0,0,858,0,0,0,454,769,144,0,0,896,0,0,0,451,816,155,0,0,22,0,0,0,7,27,6,0
1apb,0,2091,0,0,0,0,1699,0,0,0,581,0,0,0,0,483,0,0,0,657,0,0,0,0,548,0,0,0,24,0,0,0,0,20,0,0
1apv,0,6222,0,553,0,1039,1589,0,0,0,1547,0,140,0,271,390,0,0,0,2194,0,182,0,370,525,0,0,0,4,0,0,0,0,0,0,0
1apw,0,6182,0,553,0,1033,1286,0,0,0,1539,0,139,0,266,317,0,0,0,2172,0,180,0,368,436,0,0,0,4,0,0,0,0,0,0,0
1aqc,0,9278,0,0,0,1988,2590,0,0,0,2526,0,0,0,537,712,0,0,0,2351,0,0,0,533,670,0,0,0,18,0,0,0,5,5,0,0
1aqi,0,3303,0,0,0,1530,1049,0,252,0,717,0,0,0,324,227,0,55,0,785,0,0,0,345,262,0,61,0,18,0,0,0,7,5,0,2
1aqj,0,3668,0,0,0,1854,1052,0,0,0,772,0,0,0,391,231,0,0,0,877,0,0,0,413,262,0,0,0,22,0,0,0,9,6,0,0
1at5,0,3523,0,0,0,474,2321,0,0,0,1081,0,0,0,153,712,0,0,0,1035,0,0,0,139,661,0,0,0,64,0,0,0,8,38,0,0
1at6,0,3706,0,0,0,509,2438,0,0,0,1164,0,0,0,159,764,0,0,0,1105,0,0,0,148,703,0,0,0,65,0,0,0,8,40,0,0
1atl,0,3848,0,0,0,222,972,0,198,0,1052,0,0,0,62,265,0,56,0,1141,0,0,0,69,298,0,65,0,64,0,0,0,3,17,0,2
1atr,0,2764,0,0,0,1302,3014,619,0,0,773,0,0,0,378,801,167,0,0,900,0,0,0,409,972,195,0,0,26,0,0,0,10,20,4,0
1avn,0,1278,0,0,0,785,0,0,0,0,317,0,0,0,192,0,0,0,0,302,0,0,0,180,0,0,0,0,10,0,0,0,4,0,0,0
1avp,0,8235,0,0,0,3008,1988,0,90,0,2058,0,0,0,743,501,0,25,0,2544,0,0,0,933,623,0,30,0,147,0,0,0,53,35,0,2
1awi,0,9168,0,0,0,1875,1995,0,0,0,2405,0,0,0,491,498,0,0,0,2501,0,0,0,496,546,0,0,0,73,0,0,0,15,15,0,0
1ax0,0,1583,0,0,0,194,1201,0,0,0,413,0,0,0,52,310,0,0,0,528,0,0,0,65,400,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,1951,0,0,0,0,1761,0,0,0,513,0,0,0,0,453,0,0,0,631,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,2120,0,0,0,104,1752,0,0,0,556,0,0,0,28,447,0,0,0,672,0,0,0,29,554,0,0,0,0,0,0,0,0,0,0,0
1axr,0,2350,0,0,0,1019,1352,0,0,0,707,0,0,0,304,407,0,0,0,755,0,0,0,317,429,0,0,0,19,0,0,0,8,12,0,0
1axs,0,7004,0,0,0,203,736,0,0,0,1583,0,0,0,44,173,0,0,0,1735,0,0,0,52,191,0,0,0,41,0,0,0,0,2,0,0
1axz,0,1221,0,0,0,0,1199,0,0,0,319,0,0,0,0,307,0,0,0,407,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0
1azl,0,2820,0,0,0,688,1884,229,0,0,754,0,0,0,186,477,56,0,0,1002,0,0,0,250,620,74,0,0,49,0,0,0,12,27,3,0
1azm,0,1272,0,0,0,1335,1069,0,729,0,332,0,0,0,363,274,0,187,0,326,0,0,0,336,267,0,173,0,0,0,0,0,2,1,0,1
1azx,0,4094,0,0,0,0,6456,0,1077,0,1316,0,0,0,0,2089,0,345,0,1034,0,0,0,0,1615,0,265,0,31,0,0,0,0,46,0,7
1b05,0,5496,0,0,0,1808,1478,0,359,0,1463,0,0,0,488,398,0,94,0,1663,0,0,0,553,447,0,110,0,39,0,0,0,15,10,0,3
1b0h,0,9057,0,0,0,1794,1476,0,0,0,2378,0,0,0,489,397,0,0,0,2741,0,0,0,553,444,0,0,0,68,0,0,0,15,10,0,0
1b11,0,5537,0,0,0,723,1188,0,0,0,1622,0,0,0,210,350,0,0,0,1679,0,0,0,222,350,0,0,0,77,0,0,0,11,15,0,0
1b1h,0,7761,0,0,0,1797,1473,0,0,0,2088,0,0,0,487,392,0,0,0,2388,0,0,0,551,444,0,0,0,58,0,0,0,15,9,0,0
1b2h,0,6205,0,0,0,2148,1496,0,0,0,1648,0,0,0,578,387,0,0,0,1878,0,0,0,659,445,0,0,0,45,0,0,0,18,10,0,0
1b32,0,6200,0,0,0,1806,1489,0,352,0,1656,0,0,0,485,401,0,91,0,1901,0,0,0,556,452,0,106,0,44,0,0,0,15,10,0,3
1b38,0,2938,0,0,0,1537,3825,910,0,0,689,0,0,0,363,907,214,0,0,738,0,0,0,364,1022,240,0,0,2,0,0,0,0,4,0,0
1b39,0,2927,0,0,0,1518,3830,901,0,0,694,0,0,0,364,916,216,0,0,745,0,0,0,362,1024,239,0,0,0,0,0,0,0,4,0,0
1b3f,0,6548,0,0,0,2494,1486,0,0,0,1745,0,0,0,671,400,0,0,0,2002,0,0,0,773,445,0,0,0,47,0,0,0,21,10,0,0
1b3g,0,6528,0,0,0,1806,1476,0,0,0,1740,0,0,0,486,395,0,0,0,1992,0,0,0,552,444,0,0,0,48,0,0,0,15,10,0,0
1b3h,0,7503,0,0,0,1797,1475,0,0,0,2005,0,0,0,487,394,0,0,0,2319,0,0,0,552,448,0,0,0,55,0,0,0,15,9,0,0
1b3l,0,4982,0,0,0,1755,1450,0,0,0,1344,0,0,0,476,391,0,0,0,1524,0,0,0,542,429,0,0,0,34,0,0,0,15,9,0,0
1b40,0,7572,0,0,0,1818,1486,0,0,0,2043,0,0,0,487,397,0,0,0,2334,0,0,0,553,453,0,0,0,56,0,0,0,15,10,0,0
1b42,0,1423,0,0,0,1168,0,0,0,0,352,0,0,0,287,0,0,0,0,414,0,0,0,347,0,0,0,0,16,0,0,0,13,0,0,0
1b46,0,6227,0,0,0,1810,1492,0,0,0,1671,0,0,0,486,403,0,0,0,1909,0,0,0,561,445,0,0,0,44,0,0,0,15,10,0,0
1b4d,0,3054,0,0,0,668,2746,0,0,0,911,0,0,0,205,814,0,0,0,959,0,0,0,210,845,0,0,0,22,0,0,0,2,18,0,0
1b4h,0,5843,0,0,0,2149,1485,0,0,0,1563,0,0,0,574,397,0,0,0,1781,0,0,0,660,448,0,0,0,42,0,0,0,18,11,0,0
1b4z,0,5847,0,0,0,1803,2186,0,0,0,1569,0,0,0,486,586,0,0,0,1788,0,0,0,559,661,0,0,0,41,0,0,0,15,16,0,0
1b51,0,5438,0,0,0,1787,1822,0,0,0,1444,0,0,0,480,482,0,0,0,1659,0,0,0,553,550,0,0,0,39,0,0,0,15,13,0,0
1b52,0,5736,0,0,0,1781,1829,0,0,0,1544,0,0,0,479,490,0,0,0,1759,0,0,0,549,541,0,0,0,42,0,0,0,15,12,0,0
1b55,0,1075,0,0,0,0,3339,751,0,0,289,0,0,0,0,893,197,0,0,293,0,0,0,0,879,196,0,0,0,0,0,0,0,0,0,0
1b56,0,4703,0,0,0,0,677,0,0,0,1280,0,0,0,0,169,0,0,0,1352,0,0,0,0,195,0,0,0,112,0,0,0,0,13,0,0
1b57,0,625,0,0,0,309,1796,294,0,0,176,0,0,0,87,515,84,0,0,194,0,0,0,101,573,94,0,0,8,0,0,0,5,23,4,0
1b58,0,7465,0,0,0,1785,1804,0,0,0,2000,0,0,0,480,487,0,0,0,2272,0,0,0,549,540,0,0,0,56,0,0,0,15,13,0,0
1b5h,0,5493,0,0,0,2167,1488,0,0,0,1470,0,0,0,579,396,0,0,0,1677,0,0,0,666,449,0,0,0,39,0,0,0,18,10,0,0
1b5i,0,5814,0,0,0,2160,1833,0,0,0,1552,0,0,0,574,492,0,0,0,1777,0,0,0,661,551,0,0,0,42,0,0,0,18,13,0,0
1b5j,0,6208,0,0,0,2160,1848,0,0,0,1655,0,0,0,580,491,0,0,0,1888,0,0,0,662,553,0,0,0,44,0,0,0,18,13,0,0
1b6h,0,6207,0,0,0,1815,1484,0,0,0,1664,0,0,0,489,401,0,0,0,1898,0,0,0,557,447,0,0,0,45,0,0,0,15,11,0,0
1b6j,0,8595,0,0,0,1745,2004,0,0,0,2280,0,0,0,476,545,0,0,0,2581,0,0,0,521,584,0,0,0,15,0,0,0,4,3,0,0
1b6k,0,9161,0,0,0,1316,1711,0,0,0,2436,0,0,0,349,456,0,0,0,2727,0,0,0,383,490,0,0,0,12,0,0,0,2,0,0,0
1b6l,0,7371,0,0,0,1347,1562,0,0,0,1963,0,0,0,357,420,0,0,0,2174,0,0,0,402,453,0,0,0,8,0,0,0,2,0,0,0
1b6m,0,8359,0,0,0,1074,1590,0,0,0,2209,0,0,0,288,427,0,0,0,2479,0,0,0,311,457,0,0,0,8,0,0,0,1,0,0,0
1b6p,0,9009,0,0,0,1336,1736,0,0,0,2385,0,0,0,360,462,0,0,0,2692,0,0,0,385,495,0,0,0,14,0,0,0,2,2,0,0
1b7h,0,6520,0,0,0,1803,1484,0,0,0,1753,0,0,0,487,398,0,0,0,2001,0,0,0,559,450,0,0,0,47,0,0,0,15,9,0,0
1b8n,0,3256,0,0,0,1488,1176,0,0,0,889,0,0,0,396,318,0,0,0,936,0,0,0,413,335,0,0,0,42,0,0,0,22,16,0,0
1b8o,0,3234,0,0,0,1190,1173,0,0,0,887,0,0,0,318,316,0,0,0,933,0,0,0,334,337,0,0,0,45,0,0,0,19,16,0,0
1b8y,0,4942,0,0,0,546,1048,0,249,0,1247,0,0,0,133,268,0,63,0,1345,0,0,0,140,274,0,69,0,19,0,0,0,2,4,0,1
1b9j,0,6521,0,0,0,1807,1479,0,0,0,1736,0,0,0,485,395,0,0,0,2009,0,0,0,556,448,0,0,0,47,0,0,0,15,10,0,0
1bai,0,9282,0,0,0,2391,2193,0,0,0,2735,0,0,0,727,656,0,0,0,2867,0,0,0,741,650,0,0,0,48,0,0,0,11,8,0,0
1bap,0,1748,0,0,0,0,1714,0,0,0,483,0,0,0,0,476,0,0,0,542,0,0,0,0,551,0,0,0,20,0,0,0,0,20,0,0
1bbz,0,5335,0,0,0,1076,1445,0,0,0,1365,0,0,0,277,372,0,0,0,1605,0,0,0,327,439,0,0,0,32,0,0,0,7,10,0,0
1bcd,0,373,0,1125,0,380,723,0,384,0,101,0,289,0,97,190,0,94,0,88,0,268,0,87,180,0,91,0,1,0,3,0,2,4,0,2
1bcj,0,1382,0,0,0,199,973,0,0,0,399,0,0,0,59,282,0,0,0,413,0,0,0,56,284,0,0,0,10,0,0,0,2,5,0,0
1bcu,0,3205,0,0,0,708,0,0,0,0,840,0,0,0,191,0,0,0,0,1013,0,0,0,217,0,0,0,0,68,0,0,0,17,0,0,0
1bdl,0,6048,0,0,0,963,782,0,0,0,1705,0,0,0,262,228,0,0,0,1767,0,0,0,283,231,0,0,0,18,0,0,0,2,3,0,0
1bdq,0,7914,0,0,0,1053,1113,0,0,0,2136,0,0,0,286,308,0,0,0,2329,0,0,0,309,320,0,0,0,10,0,0,0,2,3,0,0
1bdr,0,7946,0,0,0,1050,1116,0,0,0,2158,0,0,0,289,306,0,0,0,2334,0,0,0,305,320,0,0,0,13,0,0,0,3,3,0,0
1bgq,0,4999,339,0,0,0,1720,0,0,0,1232,78,0,0,0,430,0,0,0,1472,90,0,0,0,495,0,0,0,23,2,0,0,0,8,0,0
1bhf,0,4319,0,0,0,573,1708,0,0,0,1235,0,0,0,160,487,0,0,0,1201,0,0,0,164,480,0,0,0,26,0,0,0,4,11,0,0
1bhx,0,4717,0,0,0,1667,865,0,448,0,1279,0,0,0,445,238,0,113,0,1394,0,0,0,511,267,0,131,0,89,0,0,0,37,18,0,8
1bju,0,3232,158,0,0,1037,219,0,0,0,869,41,0,0,277,60,0,0,0,1068,47,0,0,343,75,0,0,0,92,4,0,0,27,7,0,0
1bjv,0,3990,0,0,0,1045,368,0,0,0,1092,0,0,0,281,102,0,0,0,1327,0,0,0,344,124,0,0,0,112,0,0,0,28,12,0,0
1bkj,0,4871,0,0,0,1060,2312,263,0,0,1313,0,0,0,290,615,67,0,0,1301,0,0,0,283,619,71,0,0,68,0,0,0,12,36,5,0
1bky,0,1151,0,0,0,671,271,0,0,0,284,0,0,0,164,61,0,0,0,348,0,0,0,196,76,0,0,0,13,0,0,0,8,3,0,0
1bm7,0,4516,0,1061,0,298,551,0,0,0,1065,0,251,0,75,141,0,0,0,1362,0,314,0,99,179,0,0,0,30,0,3,0,2,6,0,0
1bma,0,5229,0,916,0,858,649,0,0,0,1490,0,254,0,246,187,0,0,0,1668,0,279,0,278,201,0,0,0,121,0,20,0,22,17,0,0
1bmm,0,5613,0,0,0,1633,1122,0,206,0,1474,0,0,0,425,301,0,56,0,1621,0,0,0,492,335,0,59,0,122,0,0,0,36,21,0,4
1bmn,0,6413,0,0,0,1584,1133,0,198,0,1743,0,0,0,427,311,0,55,0,1843,0,0,0,479,346,0,61,0,129,0,0,0,31,22,0,3
1bn1,0,3018,0,0,0,657,1366,0,1048,0,816,0,0,0,170,349,0,266,0,766,0,0,0,158,330,0,249,0,16,0,0,0,3,4,0,5
1bn3,0,3413,0,0,0,659,1562,0,1056,0,931,0,0,0,169,402,0,266,0,873,0,0,0,154,385,0,251,0,19,0,0,0,3,7,0,4
1bn4,0,3031,0,0,0,653,1528,0,1053,0,821,0,0,0,171,384,0,264,0,765,0,0,0,157,367,0,249,0,16,0,0,0,3,6,0,4
1bnm,0,3722,0,0,0,961,1572,0,1066,0,1001,0,0,0,248,406,0,264,0,930,0,0,0,226,385,0,251,0,19,0,0,0,5,5,0,4
1bnn,0,3448,0,0,0,657,1589,0,1057,0,925,0,0,0,173,405,0,267,0,878,0,0,0,158,389,0,250,0,19,0,0,0,3,7,0,4
1bnq,0,3169,0,0,0,964,1567,0,1056,0,842,0,0,0,244,407,0,263,0,776,0,0,0,220,388,0,252,0,18,0,0,0,5,5,0,4
1bnt,0,3408,0,0,0,660,1837,0,1052,0,893,0,0,0,171,465,0,263,0,855,0,0,0,154,443,0,250,0,19,0,0,0,3,8,0,4
1bnu,0,3032,0,0,0,657,1648,0,1276,0,805,0,0,0,169,426,0,318,0,758,0,0,0,155,405,0,310,0,17,0,0,0,3,6,0,5
1bnv,0,3766,0,0,0,950,1568,0,1057,0,1016,0,0,0,249,405,0,270,0,914,0,0,0,226,387,0,251,0,21,0,0,0,5,6,0,4
1bnw,0,2435,0,0,0,659,1354,0,1265,0,655,0,0,0,172,343,0,329,0,608,0,0,0,160,323,0,309,0,13,0,0,0,3,6,0,5
1bp0,0,2726,0,0,0,631,2334,281,0,0,682,0,0,0,146,620,76,0,0,667,0,0,0,144,598,76,0,0,15,0,0,0,3,15,2,0
1bq3,0,1373,0,0,0,0,5462,1373,0,0,478,0,0,0,0,1839,459,0,0,397,0,0,0,0,1615,404,0,0,0,0,0,0,0,0,0,0
1bq4,0,3107,0,0,0,0,3076,0,0,0,1040,0,0,0,0,1028,0,0,0,889,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0
1br6,0,3957,0,0,0,1839,835,0,0,0,1050,0,0,0,447,228,0,0,0,1083,0,0,0,469,223,0,0,0,17,0,0,0,9,4,0,0
1br8,0,14896,0,0,0,3931,5572,0,0,0,3260,0,0,0,881,1230,0,0,0,3705,0,0,0,971,1369,0,0,0,70,0,0,0,20,26,0,0
1bsk,0,4126,0,0,0,615,2074,320,0,0,1130,0,0,0,174,561,84,0,0,1154,0,0,0,178,564,86,0,0,65,0,0,0,8,30,6,0
1bt6,0,8124,0,0,0,1940,2410,0,0,0,1894,0,0,0,468,566,0,0,0,2162,0,0,0,536,666,0,0,0,279,0,0,0,68,78,0,0
1btn,0,691,0,0,0,0,1718,355,0,0,222,0,0,0,0,527,109,0,0,179,0,0,0,0,469,92,0,0,0,0,0,0,0,0,0,0
1bty,0,1902,0,0,0,578,0,0,0,0,523,0,0,0,154,0,0,0,0,626,0,0,0,190,0,0,0,0,49,0,0,0,15,0,0,0
1bux,0,2113,0,0,0,912,2754,475,139,0,647,0,0,0,284,861,146,50,0,573,0,0,0,239,777,137,41,0,0,0,0,0,0,1,0,0
1bv7,0,10571,0,0,0,1435,1400,0,412,0,2810,0,0,0,388,369,0,111,0,3060,0,0,0,423,390,0,122,0,15,0,0,0,4,6,0,2
