PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1anf,0,1925,0,0,0,0,1733,0,0,0,484,0,0,0,0,433,0,0,0,449,0,0,0,0,408,0,0,0,18,0,0,0,0,17,0,0
1ao0,0,1362,0,0,0,706,1149,210,0,0,417,0,0,0,221,335,61,0,0,419,0,0,0,217,354,66,0,0,9,0,0,0,5,6,0,0
1apb,0,1007,0,0,0,0,829,0,0,0,296,0,0,0,0,239,0,0,0,309,0,0,0,0,255,0,0,0,23,0,0,0,0,18,0,0
1apv,0,2829,0,262,0,471,702,0,0,0,724,0,62,0,112,161,0,0,0,1113,0,94,0,177,265,0,0,0,0,0,0,0,0,0,0,0
1apw,0,2815,0,259,0,474,561,0,0,0,718,0,63,0,111,127,0,0,0,1106,0,92,0,175,209,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,4518,0,0,0,1006,1331,0,0,0,1189,0,0,0,272,358,0,0,0,1150,0,0,0,253,334,0,0,0,2,0,0,0,0,2,0,0
1aqi,0,1620,0,0,0,778,504,0,125,0,344,0,0,0,159,115,0,26,0,403,0,0,0,177,137,0,29,0,10,0,0,0,5,3,0,1
1aqj,0,1828,0,0,0,939,516,0,0,0,381,0,0,0,192,117,0,0,0,441,0,0,0,221,133,0,0,0,13,0,0,0,7,3,0,0
1at5,0,1744,0,0,0,239,1163,0,0,0,519,0,0,0,68,334,0,0,0,435,0,0,0,59,295,0,0,0,18,0,0,0,3,13,0,0
1at6,0,1858,0,0,0,255,1225,0,0,0,585,0,0,0,75,386,0,0,0,471,0,0,0,61,322,0,0,0,21,0,0,0,3,15,0,0
1atl,0,1932,0,0,0,110,500,0,95,0,564,0,0,0,32,153,0,26,0,568,0,0,0,32,149,0,31,0,19,0,0,0,1,7,0,0
1atr,0,1336,0,0,0,646,1425,277,0,0,397,0,0,0,192,427,88,0,0,452,0,0,0,207,528,111,0,0,7,0,0,0,3,10,2,0
1avn,0,546,0,0,0,333,0,0,0,0,155,0,0,0,94,0,0,0,0,123,0,0,0,78,0,0,0,0,1,0,0,0,1,0,0,0
1avp,0,3993,0,0,0,1434,950,0,41,0,1041,0,0,0,370,249,0,12,0,1326,0,0,0,472,320,0,15,0,78,0,0,0,27,21,0,1
1awi,0,4277,0,0,0,839,897,0,0,0,985,0,0,0,192,217,0,0,0,1021,0,0,0,207,215,0,0,0,47,0,0,0,11,8,0,0
1ax0,0,905,0,0,0,106,681,0,0,0,228,0,0,0,24,173,0,0,0,276,0,0,0,34,209,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,1056,0,0,0,0,934,0,0,0,246,0,0,0,0,226,0,0,0,296,0,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,1125,0,0,0,51,924,0,0,0,265,0,0,0,13,218,0,0,0,311,0,0,0,11,268,0,0,0,0,0,0,0,0,0,0,0
1axr,0,1051,0,0,0,450,607,0,0,0,351,0,0,0,155,206,0,0,0,345,0,0,0,153,203,0,0,0,6,0,0,0,1,7,0,0
1axs,0,3583,0,0,0,100,346,0,0,0,854,0,0,0,24,90,0,0,0,932,0,0,0,30,85,0,0,0,3,0,0,0,0,0,0,0
1axz,0,706,0,0,0,0,672,0,0,0,178,0,0,0,0,167,0,0,0,213,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0
1azl,0,1582,0,0,0,431,1052,120,0,0,419,0,0,0,107,297,36,0,0,543,0,0,0,145,364,39,0,0,29,0,0,0,9,24,3,0
1azm,0,624,0,0,0,668,532,0,352,0,178,0,0,0,190,163,0,102,0,156,0,0,0,155,138,0,90,0,0,0,0,0,0,0,0,0
1azx,0,1843,0,0,0,0,3034,0,504,0,692,0,0,0,0,1098,0,181,0,377,0,0,0,0,691,0,123,0,4,0,0,0,0,18,0,5
1b05,0,2484,0,0,0,834,680,0,167,0,654,0,0,0,216,172,0,45,0,769,0,0,0,263,202,0,52,0,31,0,0,0,11,8,0,2
1b0h,0,4159,0,0,0,831,672,0,0,0,1105,0,0,0,223,168,0,0,0,1278,0,0,0,263,197,0,0,0,54,0,0,0,11,8,0,0
1b11,0,2670,0,0,0,361,570,0,0,0,817,0,0,0,104,166,0,0,0,817,0,0,0,100,165,0,0,0,44,0,0,0,5,11,0,0
1b1h,0,3603,0,0,0,832,658,0,0,0,961,0,0,0,216,167,0,0,0,1120,0,0,0,259,196,0,0,0,38,0,0,0,11,8,0,0
1b2h,0,2822,0,0,0,1016,682,0,0,0,743,0,0,0,261,172,0,0,0,868,0,0,0,312,196,0,0,0,35,0,0,0,12,8,0,0
1b32,0,2826,0,0,0,837,679,0,178,0,740,0,0,0,222,170,0,47,0,876,0,0,0,261,202,0,53,0,35,0,0,0,11,8,0,3
1b38,0,1475,0,0,0,789,1850,440,0,0,394,0,0,0,203,473,110,0,0,426,0,0,0,210,550,128,0,0,0,0,0,0,0,0,0,0
1b39,0,1460,0,0,0,785,1845,445,0,0,384,0,0,0,208,481,117,0,0,424,0,0,0,213,541,124,0,0,0,0,0,0,0,0,0,0
1b3f,0,2998,0,0,0,1176,672,0,0,0,785,0,0,0,308,171,0,0,0,924,0,0,0,365,200,0,0,0,36,0,0,0,16,8,0,0
1b3g,0,2966,0,0,0,838,675,0,0,0,789,0,0,0,213,164,0,0,0,926,0,0,0,259,194,0,0,0,36,0,0,0,11,8,0,0
1b3h,0,3447,0,0,0,821,665,0,0,0,909,0,0,0,217,168,0,0,0,1085,0,0,0,261,201,0,0,0,39,0,0,0,11,8,0,0
1b3l,0,2262,0,0,0,807,662,0,0,0,578,0,0,0,212,165,0,0,0,701,0,0,0,257,190,0,0,0,29,0,0,0,11,8,0,0
1b40,0,3491,0,0,0,837,676,0,0,0,915,0,0,0,218,168,0,0,0,1089,0,0,0,265,201,0,0,0,41,0,0,0,11,8,0,0
1b42,0,737,0,0,0,624,0,0,0,0,198,0,0,0,169,0,0,0,0,232,0,0,0,185,0,0,0,0,7,0,0,0,7,0,0,0
1b46,0,2847,0,0,0,846,679,0,0,0,731,0,0,0,222,166,0,0,0,877,0,0,0,267,204,0,0,0,35,0,0,0,11,8,0,0
1b4d,0,1376,0,0,0,296,1214,0,0,0,443,0,0,0,97,400,0,0,0,451,0,0,0,98,411,0,0,0,6,0,0,0,0,7,0,0
1b4h,0,2647,0,0,0,1006,681,0,0,0,695,0,0,0,270,169,0,0,0,818,0,0,0,312,202,0,0,0,32,0,0,0,14,8,0,0
1b4z,0,2650,0,0,0,839,1020,0,0,0,699,0,0,0,220,257,0,0,0,826,0,0,0,260,304,0,0,0,33,0,0,0,11,12,0,0
1b51,0,2449,0,0,0,831,846,0,0,0,645,0,0,0,216,213,0,0,0,765,0,0,0,260,240,0,0,0,31,0,0,0,11,10,0,0
1b52,0,2595,0,0,0,823,820,0,0,0,679,0,0,0,213,206,0,0,0,805,0,0,0,257,240,0,0,0,33,0,0,0,11,10,0,0
1b55,0,598,0,0,0,0,1796,407,0,0,182,0,0,0,0,536,120,0,0,163,0,0,0,0,494,116,0,0,0,0,0,0,0,0,0,0
1b56,0,2292,0,0,0,0,329,0,0,0,629,0,0,0,0,87,0,0,0,653,0,0,0,0,91,0,0,0,66,0,0,0,0,8,0,0
1b57,0,312,0,0,0,160,910,151,0,0,102,0,0,0,54,284,47,0,0,114,0,0,0,57,314,49,0,0,4,0,0,0,2,9,1,0
1b58,0,3404,0,0,0,820,818,0,0,0,910,0,0,0,214,212,0,0,0,1058,0,0,0,256,246,0,0,0,42,0,0,0,11,9,0,0
1b5h,0,2489,0,0,0,1010,678,0,0,0,649,0,0,0,261,169,0,0,0,772,0,0,0,313,203,0,0,0,31,0,0,0,13,8,0,0
1b5i,0,2633,0,0,0,994,855,0,0,0,704,0,0,0,257,211,0,0,0,812,0,0,0,315,251,0,0,0,32,0,0,0,13,11,0,0
1b5j,0,2823,0,0,0,998,860,0,0,0,737,0,0,0,265,219,0,0,0,868,0,0,0,317,247,0,0,0,36,0,0,0,13,11,0,0
1b6h,0,2836,0,0,0,844,681,0,0,0,748,0,0,0,219,172,0,0,0,875,0,0,0,261,201,0,0,0,34,0,0,0,11,8,0,0
1b6j,0,4314,0,0,0,874,991,0,0,0,1199,0,0,0,237,269,0,0,0,1293,0,0,0,259,299,0,0,0,1,0,0,0,0,1,0,0
1b6k,0,4612,0,0,0,663,834,0,0,0,1260,0,0,0,188,219,0,0,0,1347,0,0,0,198,254,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,3706,0,0,0,675,789,0,0,0,1044,0,0,0,183,217,0,0,0,1126,0,0,0,204,232,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,4221,0,0,0,545,784,0,0,0,1177,0,0,0,158,208,0,0,0,1255,0,0,0,164,242,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,4545,0,0,0,676,841,0,0,0,1262,0,0,0,191,222,0,0,0,1342,0,0,0,199,257,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,2985,0,0,0,828,682,0,0,0,780,0,0,0,222,169,0,0,0,933,0,0,0,266,201,0,0,0,35,0,0,0,11,8,0,0
1b8n,0,1781,0,0,0,803,627,0,0,0,519,0,0,0,212,175,0,0,0,510,0,0,0,227,180,0,0,0,19,0,0,0,10,7,0,0
1b8o,0,1769,0,0,0,646,626,0,0,0,520,0,0,0,177,178,0,0,0,514,0,0,0,180,177,0,0,0,19,0,0,0,7,7,0,0
1b8y,0,2757,0,0,0,288,528,0,133,0,679,0,0,0,71,135,0,30,0,691,0,0,0,72,129,0,33,0,19,0,0,0,2,2,0,1
1b9j,0,2961,0,0,0,824,669,0,0,0,774,0,0,0,218,168,0,0,0,932,0,0,0,262,202,0,0,0,36,0,0,0,11,8,0,0
1bai,0,4523,0,0,0,1154,1070,0,0,0,1378,0,0,0,340,312,0,0,0,1395,0,0,0,338,333,0,0,0,0,0,0,0,0,0,0,0
1bap,0,835,0,0,0,0,816,0,0,0,245,0,0,0,0,235,0,0,0,247,0,0,0,0,256,0,0,0,20,0,0,0,0,18,0,0
1bbz,0,2890,0,0,0,582,759,0,0,0,715,0,0,0,151,191,0,0,0,824,0,0,0,168,224,0,0,0,8,0,0,0,0,0,0,0
1bcd,0,182,0,539,0,185,359,0,187,0,54,0,159,0,53,97,0,54,0,43,0,139,0,47,87,0,46,0,1,0,3,0,1,2,0,1
1bcj,0,736,0,0,0,104,546,0,0,0,229,0,0,0,33,166,0,0,0,232,0,0,0,30,163,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,1556,0,0,0,337,0,0,0,0,445,0,0,0,98,0,0,0,0,504,0,0,0,112,0,0,0,0,46,0,0,0,8,0,0,0
1bdl,0,2954,0,0,0,467,384,0,0,0,853,0,0,0,133,117,0,0,0,871,0,0,0,149,114,0,0,0,9,0,0,0,1,3,0,0
1bdq,0,3987,0,0,0,548,589,0,0,0,1094,0,0,0,141,165,0,0,0,1192,0,0,0,161,177,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,3988,0,0,0,532,576,0,0,0,1133,0,0,0,144,160,0,0,0,1220,0,0,0,165,177,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,2320,165,0,0,0,833,0,0,0,603,37,0,0,0,207,0,0,0,745,43,0,0,0,259,0,0,0,18,1,0,0,0,6,0,0
1bhf,0,2173,0,0,0,268,809,0,0,0,680,0,0,0,82,250,0,0,0,608,0,0,0,69,237,0,0,0,16,0,0,0,3,6,0,0
1bhx,0,2340,0,0,0,821,397,0,219,0,592,0,0,0,214,102,0,56,0,666,0,0,0,257,112,0,61,0,46,0,0,0,20,12,0,3
1bju,0,1515,72,0,0,520,100,0,0,0,431,18,0,0,145,26,0,0,0,538,27,0,0,173,39,0,0,0,46,2,0,0,14,5,0,0
1bjv,0,1870,0,0,0,524,174,0,0,0,531,0,0,0,150,45,0,0,0,647,0,0,0,174,65,0,0,0,59,0,0,0,14,7,0,0
1bkj,0,2243,0,0,0,476,1079,125,0,0,673,0,0,0,148,328,39,0,0,641,0,0,0,134,332,39,0,0,38,0,0,0,9,13,2,0
1bky,0,603,0,0,0,361,151,0,0,0,160,0,0,0,94,38,0,0,0,191,0,0,0,109,42,0,0,0,4,0,0,0,3,2,0,0
1bm7,0,2095,0,483,0,152,284,0,0,0,543,0,117,0,41,78,0,0,0,681,0,158,0,52,84,0,0,0,14,0,0,0,2,4,0,0
1bma,0,2585,0,441,0,402,308,0,0,0,730,0,134,0,112,82,0,0,0,784,0,147,0,126,89,0,0,0,60,0,12,0,12,10,0,0
1bmm,0,2704,0,0,0,788,519,0,91,0,645,0,0,0,200,121,0,18,0,779,0,0,0,250,149,0,25,0,53,0,0,0,18,13,0,2
1bmn,0,3088,0,0,0,766,526,0,101,0,814,0,0,0,207,142,0,27,0,892,0,0,0,234,146,0,22,0,62,0,0,0,18,14,0,1
1bn1,0,1401,0,0,0,318,664,0,504,0,350,0,0,0,84,189,0,139,0,293,0,0,0,76,162,0,128,0,12,0,0,0,1,2,0,2
1bn3,0,1577,0,0,0,316,749,0,502,0,403,0,0,0,83,210,0,137,0,348,0,0,0,73,183,0,130,0,13,0,0,0,1,4,0,3
1bn4,0,1415,0,0,0,315,733,0,504,0,345,0,0,0,83,207,0,139,0,296,0,0,0,76,178,0,129,0,12,0,0,0,1,3,0,2
1bnm,0,1693,0,0,0,456,760,0,496,0,435,0,0,0,114,211,0,136,0,373,0,0,0,107,178,0,130,0,13,0,0,0,1,4,0,3
1bnn,0,1594,0,0,0,322,762,0,500,0,397,0,0,0,85,212,0,140,0,340,0,0,0,73,184,0,128,0,13,0,0,0,1,3,0,2
1bnq,0,1487,0,0,0,455,745,0,496,0,382,0,0,0,118,210,0,139,0,328,0,0,0,106,177,0,127,0,10,0,0,0,1,5,0,3
1bnt,0,1564,0,0,0,315,873,0,499,0,393,0,0,0,85,239,0,137,0,336,0,0,0,75,205,0,128,0,13,0,0,0,1,4,0,2
1bnu,0,1407,0,0,0,314,812,0,612,0,363,0,0,0,85,230,0,167,0,305,0,0,0,76,192,0,151,0,11,0,0,0,1,3,0,4
1bnv,0,1726,0,0,0,456,761,0,502,0,443,0,0,0,112,211,0,136,0,380,0,0,0,107,184,0,129,0,10,0,0,0,2,4,0,2
1bnw,0,1119,0,0,0,315,646,0,600,0,287,0,0,0,89,190,0,162,0,239,0,0,0,78,160,0,149,0,9,0,0,0,1,2,0,3
1bp0,0,1219,0,0,0,286,1058,119,0,0,386,0,0,0,83,325,36,0,0,328,0,0,0,71,291,34,0,0,9,0,0,0,2,9,1,0
1bq3,0,615,0,0,0,0,2461,609,0,0,237,0,0,0,0,936,237,0,0,175,0,0,0,0,713,174,0,0,0,0,0,0,0,0,0,0
1bq4,0,1355,0,0,0,0,1372,0,0,0,550,0,0,0,0,541,0,0,0,371,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0
1br6,0,1849,0,0,0,904,367,0,0,0,536,0,0,0,239,111,0,0,0,563,0,0,0,256,112,0,0,0,2,0,0,0,2,1,0,0
1br8,0,7825,0,0,0,2070,2838,0,0,0,1645,0,0,0,443,609,0,0,0,1761,0,0,0,471,657,0,0,0,31,0,0,0,11,13,0,0
1bsk,0,2028,0,0,0,288,1015,166,0,0,617,0,0,0,88,299,48,0,0,550,0,0,0,81,279,43,0,0,45,0,0,0,7,21,4,0
1bt6,0,3913,0,0,0,927,1107,0,0,0,899,0,0,0,206,256,0,0,0,1022,0,0,0,246,312,0,0,0,168,0,0,0,40,41,0,0
1btn,0,376,0,0,0,0,883,179,0,0,119,0,0,0,0,285,55,0,0,92,0,0,0,0,225,44,0,0,0,0,0,0,0,0,0,0
1bty,0,931,0,0,0,306,0,0,0,0,261,0,0,0,84,0,0,0,0,313,0,0,0,94,0,0,0,0,24,0,0,0,7,0,0,0
1bux,0,1032,0,0,0,454,1335,233,57,0,350,0,0,0,155,428,70,24,0,268,0,0,0,117,315,58,13,0,0,0,0,0,0,0,0,0
1bv7,0,5337,0,0,0,742,689,0,198,0,1496,0,0,0,199,190,0,56,0,1537,0,0,0,205,197,0,52,0,6,0,0,0,2,0,0,0
1bv9,0,5289,0,0,0,718,685,0,191,0,1527,0,0,0,204,193,0,55,0,1569,0,0,0,211,199,0,52,0,6,0,0,0,2,0,0,0
1bwa,0,5276,0,0,0,710,678,0,184,0,1523,0,0,0,213,197,0,55,0,1572,0,0,0,209,198,0,52,0,6,0,0,0,2,0,0,0
1bwb,0,5807,0,0,0,898,663,0,0,0,1647,0,0,0,266,191,0,0,0,1739,0,0,0,263,202,0,0,0,13,0,0,0,2,0,0,0
1bwn,0,571,0,0,0,0,1753,400,0,0,179,0,0,0,0,537,123,0,0,161,0,0,0,0,478,107,0,0,0,0,0,0,0,0,0,0
