PDB,C-Br,C-C,C-Cl,C-F,C-I,C-N,C-O,C-P,C-S,N-Br,N-C,N-Cl,N-F,N-I,N-N,N-O,N-P,N-S,O-Br,O-C,O-Cl,O-F,O-I,O-N,O-O,O-P,O-S,S-Br,S-C,S-Cl,S-F,S-I,S-N,S-O,S-P,S-S
1ajq,0,317,0,0,0,0,96,0,50,0,64,0,0,0,0,24,0,9,0,71,0,0,0,0,24,0,13,0,6,0,0,0,0,0,0,1
1ajv,0,1218,0,0,0,77,218,0,35,0,310,0,0,0,17,53,0,7,0,375,0,0,0,22,78,0,13,0,0,0,0,0,0,0,0,0
1ajx,0,1200,0,0,0,66,180,0,0,0,285,0,0,0,12,41,0,0,0,362,0,0,0,21,56,0,0,0,0,0,0,0,0,0,0,0
1akq,0,583,0,0,0,181,388,44,0,0,157,0,0,0,51,123,13,0,0,166,0,0,0,54,133,18,0,0,4,0,0,0,2,9,1,0
1akr,0,570,0,0,0,174,378,44,0,0,141,0,0,0,44,116,13,0,0,167,0,0,0,53,132,18,0,0,4,0,0,0,2,8,1,0
1akt,0,585,0,0,0,182,385,44,0,0,154,0,0,0,47,119,13,0,0,182,0,0,0,57,138,18,0,0,6,0,0,0,2,9,1,0
1aku,0,558,0,0,0,175,383,44,0,0,147,0,0,0,46,121,13,0,0,159,0,0,0,52,130,18,0,0,6,0,0,0,2,9,1,0
1akv,0,589,0,0,0,183,397,46,0,0,153,0,0,0,51,124,14,0,0,173,0,0,0,54,137,18,0,0,5,0,0,0,2,9,1,0
1akw,0,598,0,0,0,187,378,44,0,0,137,0,0,0,45,117,13,0,0,157,0,0,0,54,133,18,0,0,4,0,0,0,2,8,1,0
1al7,0,512,0,0,0,119,66,0,37,0,103,0,0,0,34,24,0,9,0,107,0,0,0,34,19,0,6,0,9,0,0,0,1,1,0,1
1al8,0,465,0,0,0,39,98,0,0,0,80,0,0,0,9,30,0,0,0,81,0,0,0,8,25,0,0,0,19,0,0,0,0,0,0,0
1alw,0,353,0,0,0,0,51,0,13,0,94,0,0,0,0,18,0,7,0,52,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0
1amk,0,95,0,0,0,0,265,40,0,0,31,0,0,0,0,88,15,0,0,27,0,0,0,0,91,17,0,0,1,0,0,0,0,2,0,0
1amw,0,325,0,0,0,193,265,59,0,0,77,0,0,0,44,74,14,0,0,86,0,0,0,58,87,18,0,0,10,0,0,0,5,4,0,0
1anf,0,525,0,0,0,0,488,0,0,0,108,0,0,0,0,104,0,0,0,97,0,0,0,0,96,0,0,0,8,0,0,0,0,5,0,0
1ao0,0,366,0,0,0,182,297,53,0,0,152,0,0,0,73,96,16,0,0,105,0,0,0,49,109,20,0,0,0,0,0,0,0,0,0,0
1apb,0,294,0,0,0,0,232,0,0,0,73,0,0,0,0,62,0,0,0,91,0,0,0,0,71,0,0,0,17,0,0,0,0,10,0,0
1apv,0,732,0,81,0,113,185,0,0,0,139,0,15,0,24,41,0,0,0,298,0,27,0,54,83,0,0,0,0,0,0,0,0,0,0,0
1apw,0,724,0,80,0,114,146,0,0,0,141,0,15,0,24,32,0,0,0,300,0,27,0,56,69,0,0,0,0,0,0,0,0,0,0,0
1aqc,0,1224,0,0,0,246,359,0,0,0,317,0,0,0,47,95,0,0,0,291,0,0,0,61,88,0,0,0,0,0,0,0,0,0,0,0
1aqi,0,466,0,0,0,249,135,0,23,0,108,0,0,0,48,38,0,9,0,135,0,0,0,57,42,0,12,0,0,0,0,0,1,1,0,0
1aqj,0,501,0,0,0,293,129,0,0,0,116,0,0,0,59,36,0,0,0,142,0,0,0,71,41,0,0,0,0,0,0,0,1,0,0,0
1at5,0,448,0,0,0,69,303,0,0,0,118,0,0,0,14,89,0,0,0,77,0,0,0,13,62,0,0,0,0,0,0,0,0,1,0,0
1at6,0,471,0,0,0,71,321,0,0,0,124,0,0,0,14,89,0,0,0,89,0,0,0,13,70,0,0,0,0,0,0,0,0,1,0,0
1atl,0,597,0,0,0,32,153,0,24,0,193,0,0,0,12,48,0,7,0,187,0,0,0,11,43,0,6,0,3,0,0,0,0,1,0,0
1atr,0,373,0,0,0,188,385,76,0,0,140,0,0,0,73,136,25,0,0,138,0,0,0,72,163,35,0,0,0,0,0,0,0,0,0,0
1avn,0,93,0,0,0,73,0,0,0,0,33,0,0,0,24,0,0,0,0,31,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
1avp,0,1136,0,0,0,355,255,0,13,0,302,0,0,0,89,74,0,3,0,386,0,0,0,132,87,0,6,0,34,0,0,0,12,7,0,1
1awi,0,1155,0,0,0,230,214,0,0,0,246,0,0,0,40,41,0,0,0,217,0,0,0,38,38,0,0,0,12,0,0,0,3,3,0,0
1ax0,0,309,0,0,0,39,225,0,0,0,68,0,0,0,7,53,0,0,0,73,0,0,0,8,60,0,0,0,0,0,0,0,0,0,0,0
1ax1,0,294,0,0,0,0,271,0,0,0,77,0,0,0,0,65,0,0,0,74,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
1ax2,0,309,0,0,0,9,267,0,0,0,82,0,0,0,4,62,0,0,0,80,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0
1axr,0,292,0,0,0,117,168,0,0,0,110,0,0,0,43,58,0,0,0,97,0,0,0,42,56,0,0,0,0,0,0,0,0,1,0,0
1axs,0,986,0,0,0,29,74,0,0,0,172,0,0,0,5,12,0,0,0,254,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0
1axz,0,239,0,0,0,0,224,0,0,0,58,0,0,0,0,51,0,0,0,62,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
1azl,0,589,0,0,0,184,381,44,0,0,139,0,0,0,44,118,13,0,0,169,0,0,0,53,134,18,0,0,5,0,0,0,2,9,1,0
1azm,0,143,0,0,0,152,139,0,91,0,34,0,0,0,55,38,0,24,0,21,0,0,0,33,26,0,15,0,0,0,0,0,0,0,0,0
1azx,0,389,0,0,0,0,803,0,138,0,215,0,0,0,0,349,0,59,0,68,0,0,0,0,152,0,27,0,0,0,0,0,0,1,0,0
1b05,0,646,0,0,0,217,163,0,47,0,187,0,0,0,62,51,0,13,0,174,0,0,0,66,37,0,11,0,21,0,0,0,7,5,0,0
1b0h,0,1111,0,0,0,219,165,0,0,0,301,0,0,0,63,48,0,0,0,305,0,0,0,65,37,0,0,0,22,0,0,0,7,5,0,0
1b11,0,760,0,0,0,90,158,0,0,0,188,0,0,0,24,44,0,0,0,197,0,0,0,29,48,0,0,0,9,0,0,0,1,3,0,0
1b1h,0,958,0,0,0,212,163,0,0,0,276,0,0,0,60,52,0,0,0,261,0,0,0,64,36,0,0,0,21,0,0,0,7,5,0,0
1b2h,0,740,0,0,0,267,175,0,0,0,216,0,0,0,75,49,0,0,0,200,0,0,0,82,42,0,0,0,21,0,0,0,7,6,0,0
1b32,0,745,0,0,0,221,168,0,50,0,212,0,0,0,59,50,0,11,0,198,0,0,0,65,39,0,12,0,21,0,0,0,7,5,0,0
1b38,0,404,0,0,0,238,444,102,0,0,84,0,0,0,47,126,32,0,0,103,0,0,0,51,149,37,0,0,0,0,0,0,0,0,0,0
1b39,0,391,0,0,0,234,460,108,0,0,81,0,0,0,41,127,32,0,0,95,0,0,0,50,153,41,0,0,0,0,0,0,0,0,0,0
1b3f,0,787,0,0,0,315,166,0,0,0,222,0,0,0,85,49,0,0,0,206,0,0,0,93,37,0,0,0,20,0,0,0,7,5,0,0
1b3g,0,768,0,0,0,210,167,0,0,0,226,0,0,0,61,50,0,0,0,209,0,0,0,66,38,0,0,0,21,0,0,0,7,5,0,0
1b3h,0,909,0,0,0,219,156,0,0,0,264,0,0,0,60,50,0,0,0,249,0,0,0,67,36,0,0,0,21,0,0,0,7,5,0,0
1b3l,0,589,0,0,0,211,167,0,0,0,170,0,0,0,58,46,0,0,0,163,0,0,0,66,39,0,0,0,23,0,0,0,7,5,0,0
1b40,0,925,0,0,0,225,157,0,0,0,261,0,0,0,60,51,0,0,0,256,0,0,0,67,38,0,0,0,20,0,0,0,7,5,0,0
1b42,0,211,0,0,0,178,0,0,0,0,45,0,0,0,42,0,0,0,0,53,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
1b46,0,743,0,0,0,221,171,0,0,0,210,0,0,0,58,47,0,0,0,199,0,0,0,66,40,0,0,0,21,0,0,0,7,5,0,0
1b4d,0,367,0,0,0,81,316,0,0,0,121,0,0,0,24,111,0,0,0,133,0,0,0,28,120,0,0,0,0,0,0,0,0,0,0,0
1b4h,0,690,0,0,0,268,166,0,0,0,201,0,0,0,74,51,0,0,0,182,0,0,0,76,37,0,0,0,20,0,0,0,7,5,0,0
1b4z,0,696,0,0,0,222,265,0,0,0,196,0,0,0,62,74,0,0,0,182,0,0,0,64,66,0,0,0,21,0,0,0,7,5,0,0
1b51,0,643,0,0,0,215,212,0,0,0,183,0,0,0,59,61,0,0,0,172,0,0,0,60,47,0,0,0,21,0,0,0,7,5,0,0
1b52,0,680,0,0,0,207,203,0,0,0,192,0,0,0,60,62,0,0,0,183,0,0,0,62,46,0,0,0,22,0,0,0,7,5,0,0
1b55,0,204,0,0,0,0,552,112,0,0,77,0,0,0,0,189,35,0,0,60,0,0,0,0,168,34,0,0,0,0,0,0,0,0,0,0
1b56,0,600,0,0,0,0,75,0,0,0,154,0,0,0,0,15,0,0,0,134,0,0,0,0,9,0,0,0,31,0,0,0,0,4,0,0
1b57,0,91,0,0,0,45,272,45,0,0,43,0,0,0,22,111,16,0,0,38,0,0,0,14,116,18,0,0,0,0,0,0,0,1,0,0
1b58,0,908,0,0,0,219,206,0,0,0,251,0,0,0,59,59,0,0,0,255,0,0,0,65,58,0,0,0,20,0,0,0,7,5,0,0
1b5h,0,649,0,0,0,264,169,0,0,0,187,0,0,0,76,51,0,0,0,172,0,0,0,74,40,0,0,0,22,0,0,0,7,5,0,0
1b5i,0,693,0,0,0,265,209,0,0,0,198,0,0,0,70,63,0,0,0,181,0,0,0,77,52,0,0,0,22,0,0,0,7,5,0,0
1b5j,0,743,0,0,0,270,220,0,0,0,213,0,0,0,73,64,0,0,0,195,0,0,0,82,52,0,0,0,20,0,0,0,7,5,0,0
1b6h,0,744,0,0,0,212,165,0,0,0,214,0,0,0,61,51,0,0,0,196,0,0,0,65,36,0,0,0,21,0,0,0,7,5,0,0
1b6j,0,1139,0,0,0,234,250,0,0,0,286,0,0,0,61,73,0,0,0,339,0,0,0,77,86,0,0,0,0,0,0,0,0,0,0,0
1b6k,0,1210,0,0,0,154,191,0,0,0,312,0,0,0,44,60,0,0,0,361,0,0,0,55,66,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,988,0,0,0,177,197,0,0,0,250,0,0,0,42,53,0,0,0,284,0,0,0,58,69,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,1158,0,0,0,132,186,0,0,0,285,0,0,0,38,54,0,0,0,337,0,0,0,45,63,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,1222,0,0,0,158,192,0,0,0,313,0,0,0,45,63,0,0,0,371,0,0,0,57,67,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,784,0,0,0,224,161,0,0,0,232,0,0,0,62,51,0,0,0,210,0,0,0,65,34,0,0,0,22,0,0,0,7,5,0,0
1b8n,0,483,0,0,0,238,181,0,0,0,123,0,0,0,62,51,0,0,0,137,0,0,0,68,49,0,0,0,11,0,0,0,5,3,0,0
1b8o,0,482,0,0,0,181,175,0,0,0,123,0,0,0,52,52,0,0,0,137,0,0,0,54,48,0,0,0,11,0,0,0,4,3,0,0
1b8y,0,881,0,0,0,83,147,0,35,0,244,0,0,0,25,41,0,10,0,208,0,0,0,21,33,0,8,0,1,0,0,0,0,0,0,0
1b9j,0,780,0,0,0,217,161,0,0,0,221,0,0,0,59,50,0,0,0,206,0,0,0,64,38,0,0,0,22,0,0,0,7,5,0,0
1bai,0,1209,0,0,0,282,285,0,0,0,316,0,0,0,84,82,0,0,0,346,0,0,0,91,103,0,0,0,0,0,0,0,0,0,0,0
1bap,0,251,0,0,0,0,240,0,0,0,60,0,0,0,0,62,0,0,0,76,0,0,0,0,73,0,0,0,15,0,0,0,0,11,0,0
1bbz,0,891,0,0,0,171,219,0,0,0,162,0,0,0,28,40,0,0,0,216,0,0,0,33,52,0,0,0,0,0,0,0,0,0,0,0
1bcd,0,52,0,156,0,42,89,0,43,0,14,0,41,0,13,30,0,13,0,10,0,36,0,14,23,0,11,0,0,0,1,0,0,0,0,0
1bcj,0,216,0,0,0,30,157,0,0,0,65,0,0,0,8,42,0,0,0,71,0,0,0,9,53,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,436,0,0,0,99,0,0,0,0,139,0,0,0,28,0,0,0,0,166,0,0,0,40,0,0,0,0,26,0,0,0,6,0,0,0
1bdl,0,767,0,0,0,112,108,0,0,0,210,0,0,0,25,28,0,0,0,241,0,0,0,39,35,0,0,0,1,0,0,0,0,0,0,0
1bdq,0,1083,0,0,0,128,141,0,0,0,274,0,0,0,35,29,0,0,0,335,0,0,0,47,46,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,1091,0,0,0,126,138,0,0,0,279,0,0,0,38,31,0,0,0,332,0,0,0,50,51,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,560,40,0,0,0,220,0,0,0,135,6,0,0,0,53,0,0,0,178,8,0,0,0,69,0,0,0,15,1,0,0,0,4,0,0
1bhf,0,638,0,0,0,69,236,0,0,0,214,0,0,0,18,83,0,0,0,172,0,0,0,15,67,0,0,0,3,0,0,0,0,2,0,0
1bhx,0,687,0,0,0,229,96,0,61,0,161,0,0,0,67,28,0,10,0,178,0,0,0,76,24,0,14,0,12,0,0,0,7,2,0,0
1bju,0,442,19,0,0,151,29,0,0,0,143,8,0,0,50,10,0,0,0,175,8,0,0,60,9,0,0,0,14,0,0,0,6,0,0,0
1bjv,0,538,0,0,0,148,48,0,0,0,158,0,0,0,51,15,0,0,0,205,0,0,0,60,17,0,0,0,14,0,0,0,6,0,0,0
1bkj,0,638,0,0,0,134,297,38,0,0,202,0,0,0,45,124,14,0,0,199,0,0,0,34,94,13,0,0,4,0,0,0,0,7,1,0
1bky,0,184,0,0,0,115,48,0,0,0,44,0,0,0,24,11,0,0,0,45,0,0,0,29,13,0,0,0,0,0,0,0,0,0,0,0
1bm7,0,573,0,127,0,44,62,0,0,0,120,0,30,0,10,8,0,0,0,151,0,45,0,7,11,0,0,0,2,0,0,0,0,0,0,0
1bma,0,783,0,135,0,111,83,0,0,0,204,0,46,0,33,26,0,0,0,223,0,47,0,31,24,0,0,0,20,0,6,0,2,3,0,0
1bmm,0,762,0,0,0,211,120,0,21,0,157,0,0,0,57,29,0,3,0,216,0,0,0,75,41,0,8,0,11,0,0,0,6,5,0,0
1bmn,0,850,0,0,0,198,128,0,23,0,207,0,0,0,51,38,0,5,0,229,0,0,0,67,33,0,6,0,11,0,0,0,6,2,0,0
1bn1,0,340,0,0,0,66,173,0,128,0,71,0,0,0,17,38,0,26,0,63,0,0,0,19,34,0,23,0,0,0,0,0,0,0,0,0
1bn3,0,365,0,0,0,71,202,0,124,0,84,0,0,0,18,41,0,26,0,64,0,0,0,20,42,0,24,0,0,0,0,0,0,1,0,0
1bn4,0,342,0,0,0,65,193,0,126,0,69,0,0,0,17,42,0,27,0,64,0,0,0,20,36,0,24,0,1,0,0,0,0,0,0,0
1bnm,0,391,0,0,0,98,206,0,125,0,94,0,0,0,28,42,0,27,0,71,0,0,0,24,39,0,26,0,0,0,0,0,0,0,0,0
1bnn,0,367,0,0,0,73,204,0,126,0,84,0,0,0,15,43,0,26,0,66,0,0,0,19,38,0,24,0,1,0,0,0,0,1,0,0
1bnq,0,347,0,0,0,103,199,0,127,0,94,0,0,0,28,39,0,25,0,72,0,0,0,27,36,0,24,0,1,0,0,0,0,0,0,0
1bnt,0,359,0,0,0,73,229,0,126,0,83,0,0,0,16,53,0,26,0,66,0,0,0,19,44,0,24,0,0,0,0,0,0,0,0,0
1bnu,0,330,0,0,0,67,208,0,158,0,85,0,0,0,17,53,0,31,0,61,0,0,0,19,43,0,29,0,0,0,0,0,0,0,0,1
1bnv,0,379,0,0,0,103,201,0,126,0,84,0,0,0,28,43,0,25,0,74,0,0,0,23,40,0,22,0,0,0,0,0,0,0,0,0
1bnw,0,257,0,0,0,72,163,0,151,0,61,0,0,0,14,39,0,32,0,48,0,0,0,16,34,0,30,0,0,0,0,0,0,0,0,0
1bp0,0,259,0,0,0,60,258,35,0,0,113,0,0,0,24,111,16,0,0,76,0,0,0,22,76,9,0,0,9,0,0,0,2,8,1,0
1bq3,0,81,0,0,0,0,525,128,0,0,42,0,0,0,0,229,58,0,0,30,0,0,0,0,159,38,0,0,0,0,0,0,0,0,0,0
1bq4,0,253,0,0,0,0,287,0,0,0,171,0,0,0,0,169,0,0,0,71,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
1br6,0,532,0,0,0,290,96,0,0,0,139,0,0,0,65,24,0,0,0,134,0,0,0,68,27,0,0,0,0,0,0,0,0,0,0,0
1br8,0,2230,0,0,0,581,827,0,0,0,453,0,0,0,125,193,0,0,0,460,0,0,0,137,177,0,0,0,3,0,0,0,1,2,0,0
1bsk,0,540,0,0,0,71,282,49,0,0,174,0,0,0,25,88,14,0,0,130,0,0,0,17,69,14,0,0,12,0,0,0,2,12,3,0
1bt6,0,936,0,0,0,191,254,0,0,0,176,0,0,0,31,52,0,0,0,257,0,0,0,62,83,0,0,0,58,0,0,0,9,12,0,0
1btn,0,106,0,0,0,0,265,54,0,0,46,0,0,0,0,92,19,0,0,25,0,0,0,0,58,10,0,0,0,0,0,0,0,0,0,0
1bty,0,306,0,0,0,93,0,0,0,0,105,0,0,0,31,0,0,0,0,125,0,0,0,39,0,0,0,0,14,0,0,0,4,0,0,0
1bux,0,282,0,0,0,121,308,48,14,0,83,0,0,0,33,125,22,6,0,47,0,0,0,21,58,10,1,0,0,0,0,0,0,0,0,0
1bv7,0,1444,0,0,0,169,163,0,50,0,332,0,0,0,41,46,0,13,0,436,0,0,0,58,59,0,20,0,0,0,0,0,0,0,0,0
1bv9,0,1394,0,0,0,175,159,0,49,0,362,0,0,0,43,51,0,13,0,448,0,0,0,61,57,0,20,0,0,0,0,0,0,0,0,0
1bwa,0,1400,0,0,0,171,156,0,47,0,363,0,0,0,45,52,0,12,0,450,0,0,0,61,57,0,20,0,0,0,0,0,0,0,0,0
1bwb,0,1563,0,0,0,219,155,0,0,0,387,0,0,0,55,43,0,0,0,496,0,0,0,78,59,0,0,0,0,0,0,0,0,0,0,0
1bwn,0,191,0,0,0,0,549,115,0,0,73,0,0,0,0,195,39,0,0,57,0,0,0,0,153,30,0,0,0,0,0,0,0,0,0,0
1bxo,0,937,0,0,0,112,268,40,0,0,172,0,0,0,25,55,9,0,0,334,0,0,0,53,116,16,0,0,0,0,0,0,0,0,0,0
1bxq,0,915,0,0,0,116,275,40,0,0,165,0,0,0,26,57,9,0,0,330,0,0,0,55,120,17,0,0,0,0,0,0,0,0,0,0
1bxr,0,440,0,0,0,262,462,105,0,0,122,0,0,0,81,197,51,0,0,127,0,0,0,78,168,38,0,0,9,0,0,0,7,12,3,0
