0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1b51,0,17,0,0,0,17,19,0,0,0,3,0,0,0,0,7,0,0,0,23,0,0,0,13,3,0,0,0,2,0,0,0,0,0,0,0
1b52,0,19,0,0,0,15,25,0,0,0,2,0,0,0,0,8,0,0,0,23,0,0,0,12,4,0,0,0,1,0,0,0,0,0,0,0
1b55,0,1,0,0,0,0,48,7,0,0,2,0,0,0,0,20,8,0,0,7,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0
1b56,0,9,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1b57,0,7,0,0,0,1,33,2,0,0,6,0,0,0,2,20,4,0,0,1,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0
1b58,0,30,0,0,0,19,22,0,0,0,5,0,0,0,1,6,0,0,0,28,0,0,0,12,4,0,0,0,2,0,0,0,0,0,0,0
1b5h,0,17,0,0,0,19,20,0,0,0,3,0,0,0,1,7,0,0,0,24,0,0,0,13,2,0,0,0,2,0,0,0,0,0,0,0
1b5i,0,19,0,0,0,23,23,0,0,0,3,0,0,0,1,9,0,0,0,22,0,0,0,12,3,0,0,0,2,0,0,0,0,0,0,0
1b5j,0,22,0,0,0,20,20,0,0,0,3,0,0,0,2,9,0,0,0,28,0,0,0,13,3,0,0,0,3,0,0,0,0,0,0,0
1b6h,0,21,0,0,0,18,19,0,0,0,5,0,0,0,0,7,0,0,0,25,0,0,0,12,3,0,0,0,2,0,0,0,0,0,0,0
1b6j,0,23,0,0,0,2,28,0,0,0,5,0,0,0,0,5,0,0,0,22,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0
1b6k,0,22,0,0,0,5,17,0,0,0,6,0,0,0,0,2,0,0,0,21,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0
1b6l,0,20,0,0,0,1,18,0,0,0,5,0,0,0,0,4,0,0,0,20,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
1b6m,0,24,0,0,0,6,12,0,0,0,8,0,0,0,0,1,0,0,0,21,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0
1b6p,0,22,0,0,0,5,16,0,0,0,6,0,0,0,0,2,0,0,0,26,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0
1b7h,0,20,0,0,0,17,18,0,0,0,5,0,0,0,1,7,0,0,0,28,0,0,0,13,3,0,0,0,2,0,0,0,0,0,0,0
1b8n,0,16,0,0,0,16,20,0,0,0,6,0,0,0,2,5,0,0,0,12,0,0,0,11,2,0,0,0,2,0,0,0,0,0,0,0
1b8o,0,15,0,0,0,9,20,0,0,0,5,0,0,0,2,5,0,0,0,15,0,0,0,8,3,0,0,0,2,0,0,0,0,0,0,0
1b8y,0,29,0,0,0,3,10,0,0,0,12,0,0,0,1,7,0,0,0,20,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
1b9j,0,19,0,0,0,16,19,0,0,0,4,0,0,0,1,7,0,0,0,27,0,0,0,12,3,0,0,0,2,0,0,0,0,0,0,0
1bai,0,19,0,0,0,7,26,0,0,0,1,0,0,0,1,7,0,0,0,25,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0
1bap,0,3,0,0,0,0,10,0,0,0,7,0,0,0,0,10,0,0,0,3,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0
1bbz,0,45,0,0,0,4,12,0,0,0,4,0,0,0,2,3,0,0,0,10,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
1bcd,0,0,0,13,0,3,6,0,0,0,0,0,3,0,4,3,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
1bcj,0,11,0,0,0,1,8,0,0,0,5,0,0,0,1,4,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1bcu,0,16,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0
1bdl,0,12,0,0,0,4,15,0,0,0,4,0,0,0,0,5,0,0,0,19,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0
1bdq,0,36,0,0,0,5,9,0,0,0,11,0,0,0,1,0,0,0,0,24,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0
1bdr,0,31,0,0,0,6,9,0,0,0,8,0,0,0,1,0,0,0,0,27,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
1bgq,0,17,4,0,0,0,13,0,0,0,5,1,0,0,0,2,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
1bhf,0,25,0,0,0,2,17,0,0,0,12,0,0,0,0,9,0,0,0,15,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
1bhx,0,24,0,0,0,9,7,0,1,0,4,0,0,0,1,1,0,0,0,14,0,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0
1bju,0,20,0,0,0,9,2,0,0,0,7,0,0,0,2,0,0,0,0,18,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0
1bjv,0,15,0,0,0,9,2,0,0,0,6,0,0,0,2,0,0,0,0,21,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0
1bkj,0,21,0,0,0,7,25,0,0,0,15,0,0,0,4,16,3,0,0,22,0,0,0,5,11,1,0,0,1,0,0,0,0,0,0,0
1bky,0,28,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1bm7,0,18,0,15,0,1,3,0,0,0,1,0,6,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bma,0,27,0,15,0,2,9,0,0,0,12,0,7,0,1,3,0,0,0,20,0,5,0,3,2,0,0,0,2,0,0,0,0,0,0,0
1bmm,0,24,0,0,0,9,9,0,0,0,3,0,0,0,2,2,0,0,0,15,0,0,0,10,6,0,1,0,0,0,0,0,0,0,0,0
1bmn,0,32,0,0,0,10,6,0,0,0,6,0,0,0,3,1,0,0,0,16,0,0,0,7,4,0,1,0,1,0,0,0,2,0,0,0
1bn1,0,7,0,0,0,4,16,0,4,0,1,0,0,0,4,4,0,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bn3,0,8,0,0,0,4,16,0,4,0,1,0,0,0,3,4,0,3,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bn4,0,11,0,0,0,3,14,0,4,0,1,0,0,0,4,4,0,3,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bnm,0,6,0,0,0,5,17,0,5,0,1,0,0,0,4,4,0,3,0,5,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bnn,0,9,0,0,0,4,17,0,4,0,1,0,0,0,4,4,0,3,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bnq,0,8,0,0,0,3,16,0,5,0,0,0,0,0,3,4,0,2,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0
1bnt,0,7,0,0,0,3,12,0,3,0,0,0,0,0,3,4,0,3,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
1bnu,0,3,0,0,0,2,16,0,7,0,1,0,0,0,4,5,0,3,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
1bnv,0,6,0,0,0,4,19,0,4,0,3,0,0,0,3,4,0,3,0,5,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0
1bnw,0,4,0,0,0,6,15,0,6,0,1,0,0,0,4,4,0,3,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1bp0,0,4,0,0,0,1,17,0,0,0,4,0,0,0,2,16,5,0,0,5,0,0,0,1,5,0,0,0,3,0,0,0,1,0,0,0
1bq3,0,0,0,0,0,0,28,0,0,0,5,0,0,0,0,17,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0
1bq4,0,2,0,0,0,0,15,0,0,0,10,0,0,0,0,23,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1br6,0,26,0,0,0,29,7,0,0,0,9,0,0,0,4,5,0,0,0,6,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0
1br8,0,47,0,0,0,6,81,0,0,0,8,0,0,0,0,21,0,0,0,50,0,0,0,15,22,0,0,0,0,0,0,0,0,0,0,0
1bsk,0,16,0,0,0,1,23,1,0,0,3,0,0,0,0,10,1,0,0,9,0,0,0,1,9,3,0,0,0,0,0,0,0,2,0,0
1bt6,0,31,0,0,0,3,20,0,0,0,5,0,0,0,0,4,0,0,0,24,0,0,0,6,6,0,0,0,4,0,0,0,0,0,0,0
1btn,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,13,3,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
1bty,0,9,0,0,0,8,0,0,0,0,6,0,0,0,1,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
1bux,0,15,0,0,0,7,16,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
1bv7,0,55,0,0,0,10,28,0,1,0,7,0,0,0,3,10,0,0,0,15,0,0,0,4,14,0,4,0,0,0,0,0,0,0,0,0
1bv9,0,40,0,0,0,13,27,0,2,0,10,0,0,0,3,10,0,0,0,25,0,0,0,4,12,0,4,0,0,0,0,0,0,0,0,0
1bwa,0,32,0,0,0,8,29,0,1,0,8,0,0,0,2,10,0,0,0,22,0,0,0,4,13,0,4,0,0,0,0,0,0,0,0,0
1bwb,0,40,0,0,0,9,26,0,0,0,9,0,0,0,2,10,0,0,0,32,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0
1bwn,0,2,0,0,0,0,49,2,0,0,1,0,0,0,0,19,7,0,0,2,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0
1bxo,0,22,0,0,0,5,25,0,0,0,3,0,0,0,0,7,0,0,0,33,0,0,0,5,17,3,0,0,0,0,0,0,0,0,0,0
1bxq,0,21,0,0,0,6,26,1,0,0,2,0,0,0,0,7,0,0,0,28,0,0,0,5,16,4,0,0,0,0,0,0,0,0,0,0
1bxr,0,20,0,0,0,16,42,2,0,0,5,0,0,0,7,25,6,0,0,4,0,0,0,2,17,3,0,0,0,0,0,0,0,0,0,0
1bzc,0,38,0,13,0,1,27,0,0,0,2,0,4,0,1,13,4,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0
1bzh,0,33,0,0,0,3,22,0,0,0,12,0,1,0,3,14,0,0,0,20,0,0,0,4,5,0,0,0,1,0,0,0,0,2,0,0
1bzj,0,31,0,11,0,0,28,1,0,0,0,0,3,0,0,13,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
